CMS Certification Number (CCN),Facility Name,Address Line 1,Address Line 2,City,State,Zip Code,County Name,PhoneNumber,CMS Region,Condition,Count,Footnote
13T006,ST. LUKE'S REHABILITATION HOSPITAL,"600 N ROBBINS ROAD, PO BOX 110",,BOISE,ID,83701,Ada,(208) 489-4444,10,"Hip or knee replacement, amputation or other bone or joint condition",14,
13T006,ST. LUKE'S REHABILITATION HOSPITAL,"600 N ROBBINS ROAD, PO BOX 110",,BOISE,ID,83701,Ada,(208) 489-4444,10,All other conditions,15,
13T007,SAINT ALPHONSUS REGIONAL MEDICAL CENTER,1055 NORTH CURTIS ROAD,,BOISE,ID,83706,Ada,(208) 367-6736,10,Stroke,88,
13T007,SAINT ALPHONSUS REGIONAL MEDICAL CENTER,1055 NORTH CURTIS ROAD,,BOISE,ID,83706,Ada,(208) 367-6736,10,Nervous system disorder (excluding stroke),13,
13T007,SAINT ALPHONSUS REGIONAL MEDICAL CENTER,1055 NORTH CURTIS ROAD,,BOISE,ID,83706,Ada,(208) 367-6736,10,Brain disease or condition (non-traumatic),less than 11,1
13T007,SAINT ALPHONSUS REGIONAL MEDICAL CENTER,1055 NORTH CURTIS ROAD,,BOISE,ID,83706,Ada,(208) 367-6736,10,Brain injury (traumatic),33,
13T007,SAINT ALPHONSUS REGIONAL MEDICAL CENTER,1055 NORTH CURTIS ROAD,,BOISE,ID,83706,Ada,(208) 367-6736,10,Spinal cord disease or condition (non-traumatic),11,
13T007,SAINT ALPHONSUS REGIONAL MEDICAL CENTER,1055 NORTH CURTIS ROAD,,BOISE,ID,83706,Ada,(208) 367-6736,10,Spinal cord injury (traumatic),less than 11,1
13T007,SAINT ALPHONSUS REGIONAL MEDICAL CENTER,1055 NORTH CURTIS ROAD,,BOISE,ID,83706,Ada,(208) 367-6736,10,Hip or femur fracture,13,
13T007,SAINT ALPHONSUS REGIONAL MEDICAL CENTER,1055 NORTH CURTIS ROAD,,BOISE,ID,83706,Ada,(208) 367-6736,10,"Hip or knee replacement, amputation or other bone or joint condition",74,
13T007,SAINT ALPHONSUS REGIONAL MEDICAL CENTER,1055 NORTH CURTIS ROAD,,BOISE,ID,83706,Ada,(208) 367-6736,10,All other conditions,50,
13T018,EASTERN IDAHO REGIONAL MEDICAL CENTER,3100 CHANNING WAY,P.O. BOX 2077,IDAHO FALLS,ID,83403,Bonneville,(208) 529-7679,10,Stroke,89,
13T018,EASTERN IDAHO REGIONAL MEDICAL CENTER,3100 CHANNING WAY,P.O. BOX 2077,IDAHO FALLS,ID,83403,Bonneville,(208) 529-7679,10,Nervous system disorder (excluding stroke),24,
13T018,EASTERN IDAHO REGIONAL MEDICAL CENTER,3100 CHANNING WAY,P.O. BOX 2077,IDAHO FALLS,ID,83403,Bonneville,(208) 529-7679,10,Brain disease or condition (non-traumatic),17,
13T018,EASTERN IDAHO REGIONAL MEDICAL CENTER,3100 CHANNING WAY,P.O. BOX 2077,IDAHO FALLS,ID,83403,Bonneville,(208) 529-7679,10,Brain injury (traumatic),33,
13T018,EASTERN IDAHO REGIONAL MEDICAL CENTER,3100 CHANNING WAY,P.O. BOX 2077,IDAHO FALLS,ID,83403,Bonneville,(208) 529-7679,10,Spinal cord disease or condition (non-traumatic),31,
13T018,EASTERN IDAHO REGIONAL MEDICAL CENTER,3100 CHANNING WAY,P.O. BOX 2077,IDAHO FALLS,ID,83403,Bonneville,(208) 529-7679,10,Spinal cord injury (traumatic),less than 11,1
13T018,EASTERN IDAHO REGIONAL MEDICAL CENTER,3100 CHANNING WAY,P.O. BOX 2077,IDAHO FALLS,ID,83403,Bonneville,(208) 529-7679,10,Hip or femur fracture,44,
13T018,EASTERN IDAHO REGIONAL MEDICAL CENTER,3100 CHANNING WAY,P.O. BOX 2077,IDAHO FALLS,ID,83403,Bonneville,(208) 529-7679,10,"Hip or knee replacement, amputation or other bone or joint condition",45,
13T018,EASTERN IDAHO REGIONAL MEDICAL CENTER,3100 CHANNING WAY,P.O. BOX 2077,IDAHO FALLS,ID,83403,Bonneville,(208) 529-7679,10,All other conditions,79,
13T028,PORTNEUF MEDICAL CENTER,777 HOSPITAL WAY,,POCATELLO,ID,83201,Bannock,(208) 239-1460,10,Stroke,22,
13T028,PORTNEUF MEDICAL CENTER,777 HOSPITAL WAY,,POCATELLO,ID,83201,Bannock,(208) 239-1460,10,Nervous system disorder (excluding stroke),less than 11,1
13T028,PORTNEUF MEDICAL CENTER,777 HOSPITAL WAY,,POCATELLO,ID,83201,Bannock,(208) 239-1460,10,Brain disease or condition (non-traumatic),Not Available,2
13T028,PORTNEUF MEDICAL CENTER,777 HOSPITAL WAY,,POCATELLO,ID,83201,Bannock,(208) 239-1460,10,Brain injury (traumatic),less than 11,1
13T028,PORTNEUF MEDICAL CENTER,777 HOSPITAL WAY,,POCATELLO,ID,83201,Bannock,(208) 239-1460,10,Spinal cord disease or condition (non-traumatic),less than 11,1
13T028,PORTNEUF MEDICAL CENTER,777 HOSPITAL WAY,,POCATELLO,ID,83201,Bannock,(208) 239-1460,10,Spinal cord injury (traumatic),less than 11,1
13T028,PORTNEUF MEDICAL CENTER,777 HOSPITAL WAY,,POCATELLO,ID,83201,Bannock,(208) 239-1460,10,Hip or femur fracture,less than 11,1
13T028,PORTNEUF MEDICAL CENTER,777 HOSPITAL WAY,,POCATELLO,ID,83201,Bannock,(208) 239-1460,10,"Hip or knee replacement, amputation or other bone or joint condition",less than 11,1
13T028,PORTNEUF MEDICAL CENTER,777 HOSPITAL WAY,,POCATELLO,ID,83201,Bannock,(208) 239-1460,10,All other conditions,23,
13T049,KOOTENAI MEDICAL CENTER,2003 LINCOLN WAY,,COEUR D ALENE,ID,83814,Kootenai,(208) 666-2956,10,Stroke,Not Available,2
13T049,KOOTENAI MEDICAL CENTER,2003 LINCOLN WAY,,COEUR D ALENE,ID,83814,Kootenai,(208) 666-2956,10,Nervous system disorder (excluding stroke),Not Available,2
13T049,KOOTENAI MEDICAL CENTER,2003 LINCOLN WAY,,COEUR D ALENE,ID,83814,Kootenai,(208) 666-2956,10,Brain disease or condition (non-traumatic),Not Available,2
13T049,KOOTENAI MEDICAL CENTER,2003 LINCOLN WAY,,COEUR D ALENE,ID,83814,Kootenai,(208) 666-2956,10,Brain injury (traumatic),Not Available,2
13T049,KOOTENAI MEDICAL CENTER,2003 LINCOLN WAY,,COEUR D ALENE,ID,83814,Kootenai,(208) 666-2956,10,Spinal cord disease or condition (non-traumatic),Not Available,2
13T049,KOOTENAI MEDICAL CENTER,2003 LINCOLN WAY,,COEUR D ALENE,ID,83814,Kootenai,(208) 666-2956,10,Spinal cord injury (traumatic),Not Available,2
13T049,KOOTENAI MEDICAL CENTER,2003 LINCOLN WAY,,COEUR D ALENE,ID,83814,Kootenai,(208) 666-2956,10,Hip or femur fracture,Not Available,2
13T049,KOOTENAI MEDICAL CENTER,2003 LINCOLN WAY,,COEUR D ALENE,ID,83814,Kootenai,(208) 666-2956,10,"Hip or knee replacement, amputation or other bone or joint condition",Not Available,2
13T049,KOOTENAI MEDICAL CENTER,2003 LINCOLN WAY,,COEUR D ALENE,ID,83814,Kootenai,(208) 666-2956,10,All other conditions,Not Available,2
143025,SCHWAB REHABILITATION HOSPITAL,1401 S CALIFORNIA BLVD,,CHICAGO,IL,60608,Cook,(773) 522-2010,05,Stroke,126,
143025,SCHWAB REHABILITATION HOSPITAL,1401 S CALIFORNIA BLVD,,CHICAGO,IL,60608,Cook,(773) 522-2010,05,Nervous system disorder (excluding stroke),20,
143025,SCHWAB REHABILITATION HOSPITAL,1401 S CALIFORNIA BLVD,,CHICAGO,IL,60608,Cook,(773) 522-2010,05,Brain disease or condition (non-traumatic),23,
143025,SCHWAB REHABILITATION HOSPITAL,1401 S CALIFORNIA BLVD,,CHICAGO,IL,60608,Cook,(773) 522-2010,05,Brain injury (traumatic),16,
143025,SCHWAB REHABILITATION HOSPITAL,1401 S CALIFORNIA BLVD,,CHICAGO,IL,60608,Cook,(773) 522-2010,05,Spinal cord disease or condition (non-traumatic),23,
143025,SCHWAB REHABILITATION HOSPITAL,1401 S CALIFORNIA BLVD,,CHICAGO,IL,60608,Cook,(773) 522-2010,05,Spinal cord injury (traumatic),less than 11,1
143025,SCHWAB REHABILITATION HOSPITAL,1401 S CALIFORNIA BLVD,,CHICAGO,IL,60608,Cook,(773) 522-2010,05,Hip or femur fracture,17,
143025,SCHWAB REHABILITATION HOSPITAL,1401 S CALIFORNIA BLVD,,CHICAGO,IL,60608,Cook,(773) 522-2010,05,"Hip or knee replacement, amputation or other bone or joint condition",34,
143025,SCHWAB REHABILITATION HOSPITAL,1401 S CALIFORNIA BLVD,,CHICAGO,IL,60608,Cook,(773) 522-2010,05,All other conditions,22,
143026,SHIRLEY RYAN ABILITYLAB,355 E ERIE ST,,CHICAGO,IL,60611,Cook,(312) 238-3305,05,Stroke,409,
143026,SHIRLEY RYAN ABILITYLAB,355 E ERIE ST,,CHICAGO,IL,60611,Cook,(312) 238-3305,05,Nervous system disorder (excluding stroke),138,
143026,SHIRLEY RYAN ABILITYLAB,355 E ERIE ST,,CHICAGO,IL,60611,Cook,(312) 238-3305,05,Brain disease or condition (non-traumatic),140,
143026,SHIRLEY RYAN ABILITYLAB,355 E ERIE ST,,CHICAGO,IL,60611,Cook,(312) 238-3305,05,Brain injury (traumatic),113,
143026,SHIRLEY RYAN ABILITYLAB,355 E ERIE ST,,CHICAGO,IL,60611,Cook,(312) 238-3305,05,Spinal cord disease or condition (non-traumatic),155,
143026,SHIRLEY RYAN ABILITYLAB,355 E ERIE ST,,CHICAGO,IL,60611,Cook,(312) 238-3305,05,Spinal cord injury (traumatic),86,
143026,SHIRLEY RYAN ABILITYLAB,355 E ERIE ST,,CHICAGO,IL,60611,Cook,(312) 238-3305,05,Hip or femur fracture,44,
143026,SHIRLEY RYAN ABILITYLAB,355 E ERIE ST,,CHICAGO,IL,60611,Cook,(312) 238-3305,05,"Hip or knee replacement, amputation or other bone or joint condition",213,
143026,SHIRLEY RYAN ABILITYLAB,355 E ERIE ST,,CHICAGO,IL,60611,Cook,(312) 238-3305,05,All other conditions,456,
143027,MARIANJOY REHABILITATION HOSPITAL,26W171 ROOSEVELT ROAD,,WHEATON,IL,60187,DuPage,(630) 909-8000,05,Stroke,478,
143027,MARIANJOY REHABILITATION HOSPITAL,26W171 ROOSEVELT ROAD,,WHEATON,IL,60187,DuPage,(630) 909-8000,05,Nervous system disorder (excluding stroke),149,
143027,MARIANJOY REHABILITATION HOSPITAL,26W171 ROOSEVELT ROAD,,WHEATON,IL,60187,DuPage,(630) 909-8000,05,Brain disease or condition (non-traumatic),190,
143027,MARIANJOY REHABILITATION HOSPITAL,26W171 ROOSEVELT ROAD,,WHEATON,IL,60187,DuPage,(630) 909-8000,05,Brain injury (traumatic),129,
143027,MARIANJOY REHABILITATION HOSPITAL,26W171 ROOSEVELT ROAD,,WHEATON,IL,60187,DuPage,(630) 909-8000,05,Spinal cord disease or condition (non-traumatic),98,
143027,MARIANJOY REHABILITATION HOSPITAL,26W171 ROOSEVELT ROAD,,WHEATON,IL,60187,DuPage,(630) 909-8000,05,Spinal cord injury (traumatic),18,
143027,MARIANJOY REHABILITATION HOSPITAL,26W171 ROOSEVELT ROAD,,WHEATON,IL,60187,DuPage,(630) 909-8000,05,Hip or femur fracture,116,
143027,MARIANJOY REHABILITATION HOSPITAL,26W171 ROOSEVELT ROAD,,WHEATON,IL,60187,DuPage,(630) 909-8000,05,"Hip or knee replacement, amputation or other bone or joint condition",220,
143027,MARIANJOY REHABILITATION HOSPITAL,26W171 ROOSEVELT ROAD,,WHEATON,IL,60187,DuPage,(630) 909-8000,05,All other conditions,231,
143028,VAN MATRE HEALTHSOUTH REHABILITATION HOSPITAL,950 S MULFORD RD,,ROCKFORD,IL,61108,Winnebago,(815) 381-8548,05,Stroke,319,
143028,VAN MATRE HEALTHSOUTH REHABILITATION HOSPITAL,950 S MULFORD RD,,ROCKFORD,IL,61108,Winnebago,(815) 381-8548,05,Nervous system disorder (excluding stroke),258,
143028,VAN MATRE HEALTHSOUTH REHABILITATION HOSPITAL,950 S MULFORD RD,,ROCKFORD,IL,61108,Winnebago,(815) 381-8548,05,Brain disease or condition (non-traumatic),113,
143028,VAN MATRE HEALTHSOUTH REHABILITATION HOSPITAL,950 S MULFORD RD,,ROCKFORD,IL,61108,Winnebago,(815) 381-8548,05,Brain injury (traumatic),64,
143028,VAN MATRE HEALTHSOUTH REHABILITATION HOSPITAL,950 S MULFORD RD,,ROCKFORD,IL,61108,Winnebago,(815) 381-8548,05,Spinal cord disease or condition (non-traumatic),57,
143028,VAN MATRE HEALTHSOUTH REHABILITATION HOSPITAL,950 S MULFORD RD,,ROCKFORD,IL,61108,Winnebago,(815) 381-8548,05,Spinal cord injury (traumatic),less than 11,1
143028,VAN MATRE HEALTHSOUTH REHABILITATION HOSPITAL,950 S MULFORD RD,,ROCKFORD,IL,61108,Winnebago,(815) 381-8548,05,Hip or femur fracture,85,
143028,VAN MATRE HEALTHSOUTH REHABILITATION HOSPITAL,950 S MULFORD RD,,ROCKFORD,IL,61108,Winnebago,(815) 381-8548,05,"Hip or knee replacement, amputation or other bone or joint condition",175,
143028,VAN MATRE HEALTHSOUTH REHABILITATION HOSPITAL,950 S MULFORD RD,,ROCKFORD,IL,61108,Winnebago,(815) 381-8548,05,All other conditions,188,
14T007,AMITA SAINT JOSEPH MED CTR-JOLIET,333 N. MADISON,,JOLIET,IL,60435,Will,(502) 596-6346,05,Stroke,208,
14T007,AMITA SAINT JOSEPH MED CTR-JOLIET,333 N. MADISON,,JOLIET,IL,60435,Will,(502) 596-6346,05,Nervous system disorder (excluding stroke),115,
14T007,AMITA SAINT JOSEPH MED CTR-JOLIET,333 N. MADISON,,JOLIET,IL,60435,Will,(502) 596-6346,05,Brain disease or condition (non-traumatic),95,
14T007,AMITA SAINT JOSEPH MED CTR-JOLIET,333 N. MADISON,,JOLIET,IL,60435,Will,(502) 596-6346,05,Brain injury (traumatic),44,
14T007,AMITA SAINT JOSEPH MED CTR-JOLIET,333 N. MADISON,,JOLIET,IL,60435,Will,(502) 596-6346,05,Spinal cord disease or condition (non-traumatic),23,
14T007,AMITA SAINT JOSEPH MED CTR-JOLIET,333 N. MADISON,,JOLIET,IL,60435,Will,(502) 596-6346,05,Spinal cord injury (traumatic),less than 11,1
14T007,AMITA SAINT JOSEPH MED CTR-JOLIET,333 N. MADISON,,JOLIET,IL,60435,Will,(502) 596-6346,05,Hip or femur fracture,45,
14T007,AMITA SAINT JOSEPH MED CTR-JOLIET,333 N. MADISON,,JOLIET,IL,60435,Will,(502) 596-6346,05,"Hip or knee replacement, amputation or other bone or joint condition",94,
14T007,AMITA SAINT JOSEPH MED CTR-JOLIET,333 N. MADISON,,JOLIET,IL,60435,Will,(502) 596-6346,05,All other conditions,264,
14T008,GOTTLIEB MEMORIAL HOSPITAL,701 W NORTH AVE,,MELROSE PARK,IL,60160,Cook,(708) 538-4219,05,Stroke,63,
14T008,GOTTLIEB MEMORIAL HOSPITAL,701 W NORTH AVE,,MELROSE PARK,IL,60160,Cook,(708) 538-4219,05,Nervous system disorder (excluding stroke),31,
14T008,GOTTLIEB MEMORIAL HOSPITAL,701 W NORTH AVE,,MELROSE PARK,IL,60160,Cook,(708) 538-4219,05,Brain disease or condition (non-traumatic),18,
14T008,GOTTLIEB MEMORIAL HOSPITAL,701 W NORTH AVE,,MELROSE PARK,IL,60160,Cook,(708) 538-4219,05,Brain injury (traumatic),less than 11,1
14T008,GOTTLIEB MEMORIAL HOSPITAL,701 W NORTH AVE,,MELROSE PARK,IL,60160,Cook,(708) 538-4219,05,Spinal cord disease or condition (non-traumatic),14,
14T008,GOTTLIEB MEMORIAL HOSPITAL,701 W NORTH AVE,,MELROSE PARK,IL,60160,Cook,(708) 538-4219,05,Spinal cord injury (traumatic),less than 11,1
14T008,GOTTLIEB MEMORIAL HOSPITAL,701 W NORTH AVE,,MELROSE PARK,IL,60160,Cook,(708) 538-4219,05,Hip or femur fracture,20,
14T008,GOTTLIEB MEMORIAL HOSPITAL,701 W NORTH AVE,,MELROSE PARK,IL,60160,Cook,(708) 538-4219,05,"Hip or knee replacement, amputation or other bone or joint condition",48,
14T008,GOTTLIEB MEMORIAL HOSPITAL,701 W NORTH AVE,,MELROSE PARK,IL,60160,Cook,(708) 538-4219,05,All other conditions,74,
14T010,EVANSTON HOSPITAL,2650 RIDGE AVENUE,,EVANSTON,IL,60201,Cook,(847) 570-2000,05,Stroke,152,
14T010,EVANSTON HOSPITAL,2650 RIDGE AVENUE,,EVANSTON,IL,60201,Cook,(847) 570-2000,05,Nervous system disorder (excluding stroke),15,
14T010,EVANSTON HOSPITAL,2650 RIDGE AVENUE,,EVANSTON,IL,60201,Cook,(847) 570-2000,05,Brain disease or condition (non-traumatic),37,
14T010,EVANSTON HOSPITAL,2650 RIDGE AVENUE,,EVANSTON,IL,60201,Cook,(847) 570-2000,05,Brain injury (traumatic),31,
14T010,EVANSTON HOSPITAL,2650 RIDGE AVENUE,,EVANSTON,IL,60201,Cook,(847) 570-2000,05,Spinal cord disease or condition (non-traumatic),22,
14T010,EVANSTON HOSPITAL,2650 RIDGE AVENUE,,EVANSTON,IL,60201,Cook,(847) 570-2000,05,Spinal cord injury (traumatic),less than 11,1
14T010,EVANSTON HOSPITAL,2650 RIDGE AVENUE,,EVANSTON,IL,60201,Cook,(847) 570-2000,05,Hip or femur fracture,less than 11,1
14T010,EVANSTON HOSPITAL,2650 RIDGE AVENUE,,EVANSTON,IL,60201,Cook,(847) 570-2000,05,"Hip or knee replacement, amputation or other bone or joint condition",12,
14T010,EVANSTON HOSPITAL,2650 RIDGE AVENUE,,EVANSTON,IL,60201,Cook,(847) 570-2000,05,All other conditions,38,
14T011,HERRIN HOSPITAL,HERRIN HOSPITAL,,HERRIN,IL,62948,Williamson,(618) 942-2171,05,Stroke,99,
14T011,HERRIN HOSPITAL,HERRIN HOSPITAL,,HERRIN,IL,62948,Williamson,(618) 942-2171,05,Nervous system disorder (excluding stroke),15,
14T011,HERRIN HOSPITAL,HERRIN HOSPITAL,,HERRIN,IL,62948,Williamson,(618) 942-2171,05,Brain disease or condition (non-traumatic),25,
14T011,HERRIN HOSPITAL,HERRIN HOSPITAL,,HERRIN,IL,62948,Williamson,(618) 942-2171,05,Brain injury (traumatic),16,
14T011,HERRIN HOSPITAL,HERRIN HOSPITAL,,HERRIN,IL,62948,Williamson,(618) 942-2171,05,Spinal cord disease or condition (non-traumatic),14,
14T011,HERRIN HOSPITAL,HERRIN HOSPITAL,,HERRIN,IL,62948,Williamson,(618) 942-2171,05,Spinal cord injury (traumatic),less than 11,1
14T011,HERRIN HOSPITAL,HERRIN HOSPITAL,,HERRIN,IL,62948,Williamson,(618) 942-2171,05,Hip or femur fracture,31,
14T011,HERRIN HOSPITAL,HERRIN HOSPITAL,,HERRIN,IL,62948,Williamson,(618) 942-2171,05,"Hip or knee replacement, amputation or other bone or joint condition",60,
14T011,HERRIN HOSPITAL,HERRIN HOSPITAL,,HERRIN,IL,62948,Williamson,(618) 942-2171,05,All other conditions,98,
14T015,BLESSING HOSPITAL,BROADWAY @ 11TH,,QUINCY,IL,62305,Adams,(217) 223-8400,05,Stroke,64,
14T015,BLESSING HOSPITAL,BROADWAY @ 11TH,,QUINCY,IL,62305,Adams,(217) 223-8400,05,Nervous system disorder (excluding stroke),12,
14T015,BLESSING HOSPITAL,BROADWAY @ 11TH,,QUINCY,IL,62305,Adams,(217) 223-8400,05,Brain disease or condition (non-traumatic),13,
14T015,BLESSING HOSPITAL,BROADWAY @ 11TH,,QUINCY,IL,62305,Adams,(217) 223-8400,05,Brain injury (traumatic),17,
14T015,BLESSING HOSPITAL,BROADWAY @ 11TH,,QUINCY,IL,62305,Adams,(217) 223-8400,05,Spinal cord disease or condition (non-traumatic),22,
14T015,BLESSING HOSPITAL,BROADWAY @ 11TH,,QUINCY,IL,62305,Adams,(217) 223-8400,05,Spinal cord injury (traumatic),less than 11,1
14T015,BLESSING HOSPITAL,BROADWAY @ 11TH,,QUINCY,IL,62305,Adams,(217) 223-8400,05,Hip or femur fracture,36,
14T015,BLESSING HOSPITAL,BROADWAY @ 11TH,,QUINCY,IL,62305,Adams,(217) 223-8400,05,"Hip or knee replacement, amputation or other bone or joint condition",33,
14T015,BLESSING HOSPITAL,BROADWAY @ 11TH,,QUINCY,IL,62305,Adams,(217) 223-8400,05,All other conditions,36,
14T029,RUSH-COPLEY MEDICAL CENTER,2000 WEST OGDEN AVE.,,AURORA,IL,60506,Kane,(630) 978-4877,05,Stroke,49,
14T029,RUSH-COPLEY MEDICAL CENTER,2000 WEST OGDEN AVE.,,AURORA,IL,60506,Kane,(630) 978-4877,05,Nervous system disorder (excluding stroke),47,
14T029,RUSH-COPLEY MEDICAL CENTER,2000 WEST OGDEN AVE.,,AURORA,IL,60506,Kane,(630) 978-4877,05,Brain disease or condition (non-traumatic),33,
14T029,RUSH-COPLEY MEDICAL CENTER,2000 WEST OGDEN AVE.,,AURORA,IL,60506,Kane,(630) 978-4877,05,Brain injury (traumatic),12,
14T029,RUSH-COPLEY MEDICAL CENTER,2000 WEST OGDEN AVE.,,AURORA,IL,60506,Kane,(630) 978-4877,05,Spinal cord disease or condition (non-traumatic),18,
14T029,RUSH-COPLEY MEDICAL CENTER,2000 WEST OGDEN AVE.,,AURORA,IL,60506,Kane,(630) 978-4877,05,Spinal cord injury (traumatic),less than 11,1
14T029,RUSH-COPLEY MEDICAL CENTER,2000 WEST OGDEN AVE.,,AURORA,IL,60506,Kane,(630) 978-4877,05,Hip or femur fracture,31,
14T029,RUSH-COPLEY MEDICAL CENTER,2000 WEST OGDEN AVE.,,AURORA,IL,60506,Kane,(630) 978-4877,05,"Hip or knee replacement, amputation or other bone or joint condition",30,
14T029,RUSH-COPLEY MEDICAL CENTER,2000 WEST OGDEN AVE.,,AURORA,IL,60506,Kane,(630) 978-4877,05,All other conditions,40,
14T046,SSM HEALTH GOOD SAMARITAN HOSP,1 GOOD SAMARITAN WAY,,MOUNT VERNON,IL,62864,Jefferson,(618) 899-3197,05,Stroke,59,
14T046,SSM HEALTH GOOD SAMARITAN HOSP,1 GOOD SAMARITAN WAY,,MOUNT VERNON,IL,62864,Jefferson,(618) 899-3197,05,Nervous system disorder (excluding stroke),less than 11,1
14T046,SSM HEALTH GOOD SAMARITAN HOSP,1 GOOD SAMARITAN WAY,,MOUNT VERNON,IL,62864,Jefferson,(618) 899-3197,05,Brain disease or condition (non-traumatic),less than 11,1
14T046,SSM HEALTH GOOD SAMARITAN HOSP,1 GOOD SAMARITAN WAY,,MOUNT VERNON,IL,62864,Jefferson,(618) 899-3197,05,Brain injury (traumatic),less than 11,1
14T046,SSM HEALTH GOOD SAMARITAN HOSP,1 GOOD SAMARITAN WAY,,MOUNT VERNON,IL,62864,Jefferson,(618) 899-3197,05,Spinal cord disease or condition (non-traumatic),less than 11,1
14T046,SSM HEALTH GOOD SAMARITAN HOSP,1 GOOD SAMARITAN WAY,,MOUNT VERNON,IL,62864,Jefferson,(618) 899-3197,05,Spinal cord injury (traumatic),less than 11,1
14T046,SSM HEALTH GOOD SAMARITAN HOSP,1 GOOD SAMARITAN WAY,,MOUNT VERNON,IL,62864,Jefferson,(618) 899-3197,05,Hip or femur fracture,23,
14T046,SSM HEALTH GOOD SAMARITAN HOSP,1 GOOD SAMARITAN WAY,,MOUNT VERNON,IL,62864,Jefferson,(618) 899-3197,05,"Hip or knee replacement, amputation or other bone or joint condition",25,
14T046,SSM HEALTH GOOD SAMARITAN HOSP,1 GOOD SAMARITAN WAY,,MOUNT VERNON,IL,62864,Jefferson,(618) 899-3197,05,All other conditions,15,
14T052,SAINT ANTHONYS HEALTH CENTER,915 E 5TH ST,,ALTON,IL,62002,Madison,(618) 463-5137,05,Stroke,Not Available,2
14T052,SAINT ANTHONYS HEALTH CENTER,915 E 5TH ST,,ALTON,IL,62002,Madison,(618) 463-5137,05,Nervous system disorder (excluding stroke),Not Available,2
14T052,SAINT ANTHONYS HEALTH CENTER,915 E 5TH ST,,ALTON,IL,62002,Madison,(618) 463-5137,05,Brain disease or condition (non-traumatic),Not Available,2
14T052,SAINT ANTHONYS HEALTH CENTER,915 E 5TH ST,,ALTON,IL,62002,Madison,(618) 463-5137,05,Brain injury (traumatic),Not Available,2
14T052,SAINT ANTHONYS HEALTH CENTER,915 E 5TH ST,,ALTON,IL,62002,Madison,(618) 463-5137,05,Spinal cord disease or condition (non-traumatic),Not Available,2
14T052,SAINT ANTHONYS HEALTH CENTER,915 E 5TH ST,,ALTON,IL,62002,Madison,(618) 463-5137,05,Spinal cord injury (traumatic),Not Available,2
14T052,SAINT ANTHONYS HEALTH CENTER,915 E 5TH ST,,ALTON,IL,62002,Madison,(618) 463-5137,05,Hip or femur fracture,Not Available,2
14T052,SAINT ANTHONYS HEALTH CENTER,915 E 5TH ST,,ALTON,IL,62002,Madison,(618) 463-5137,05,"Hip or knee replacement, amputation or other bone or joint condition",Not Available,2
14T052,SAINT ANTHONYS HEALTH CENTER,915 E 5TH ST,,ALTON,IL,62002,Madison,(618) 463-5137,05,All other conditions,Not Available,2
14T054,MACNEAL HOSPITAL,3249 S. OAK PARK AVE,,BERWYN,IL,60402,Cook,(708) 783-9100,05,Stroke,33,
14T054,MACNEAL HOSPITAL,3249 S. OAK PARK AVE,,BERWYN,IL,60402,Cook,(708) 783-9100,05,Nervous system disorder (excluding stroke),20,
14T054,MACNEAL HOSPITAL,3249 S. OAK PARK AVE,,BERWYN,IL,60402,Cook,(708) 783-9100,05,Brain disease or condition (non-traumatic),less than 11,1
14T054,MACNEAL HOSPITAL,3249 S. OAK PARK AVE,,BERWYN,IL,60402,Cook,(708) 783-9100,05,Brain injury (traumatic),less than 11,1
14T054,MACNEAL HOSPITAL,3249 S. OAK PARK AVE,,BERWYN,IL,60402,Cook,(708) 783-9100,05,Spinal cord disease or condition (non-traumatic),less than 11,1
14T054,MACNEAL HOSPITAL,3249 S. OAK PARK AVE,,BERWYN,IL,60402,Cook,(708) 783-9100,05,Spinal cord injury (traumatic),Not Available,2
14T054,MACNEAL HOSPITAL,3249 S. OAK PARK AVE,,BERWYN,IL,60402,Cook,(708) 783-9100,05,Hip or femur fracture,24,
14T054,MACNEAL HOSPITAL,3249 S. OAK PARK AVE,,BERWYN,IL,60402,Cook,(708) 783-9100,05,"Hip or knee replacement, amputation or other bone or joint condition",20,
14T054,MACNEAL HOSPITAL,3249 S. OAK PARK AVE,,BERWYN,IL,60402,Cook,(708) 783-9100,05,All other conditions,39,
14T065,ADVENTIST LA GRANGE MEMORIAL HOSPITAL,5101 WILLOW SPRINGS RD,,LA GRANGE,IL,60525,Cook,(708) 245-6521,05,Stroke,155,
14T065,ADVENTIST LA GRANGE MEMORIAL HOSPITAL,5101 WILLOW SPRINGS RD,,LA GRANGE,IL,60525,Cook,(708) 245-6521,05,Nervous system disorder (excluding stroke),33,
14T065,ADVENTIST LA GRANGE MEMORIAL HOSPITAL,5101 WILLOW SPRINGS RD,,LA GRANGE,IL,60525,Cook,(708) 245-6521,05,Brain disease or condition (non-traumatic),43,
14T065,ADVENTIST LA GRANGE MEMORIAL HOSPITAL,5101 WILLOW SPRINGS RD,,LA GRANGE,IL,60525,Cook,(708) 245-6521,05,Brain injury (traumatic),21,
14T065,ADVENTIST LA GRANGE MEMORIAL HOSPITAL,5101 WILLOW SPRINGS RD,,LA GRANGE,IL,60525,Cook,(708) 245-6521,05,Spinal cord disease or condition (non-traumatic),32,
