County,Year,Hispanic/Race,Sex,Age Group,Value,Estimate/Projection,vintage,fips
Wilkes,2023,NHOther,Female,Population Age 75-79,97,Estimate,2023,37193
Wilkes,2025,NHOther,Male,Population Age 70-74,134,Projection,2024,37193
Duplin,2025,NHWhite,Female,Population Age 75-79,940,Projection,2024,37061
Duplin,2025,Hispanic,Male,Population Age 65-69,96,Projection,2024,37061
Durham,2025,NHWhite,Female,Population Age 65-69,4832,Projection,2024,37063
Cherokee,2024,NHOther,Male,Population Age 70-74,106,Projection,2024,37039
Alexander,2025,NHWhite,Female,Population Age 65-69,1129,Projection,2024,37003
Tyrrell,2024,Hispanic,Female,Population Age 75-79,3,Projection,2024,37177
Yancey,2024,Hispanic,Male,Population Age 70-74,9,Projection,2024,37199
Tyrrell,2024,NHOther,Female,Population Age 65-69,70,Projection,2024,37177
Columbus,2024,Hispanic,Male,Population Age 70-74,12,Projection,2024,37047
Columbus,2025,NHWhite,Female,Population Age 70-74,1130,Projection,2024,37047
Columbus,2025,NHOther,Male,Population Age 65-69,442,Projection,2024,37047
Bertie,2023,NHWhite,Male,Population Age 65-69,220,Estimate,2023,37015
Chowan,2023,NHOther,Female,Population Age 75-79,118,Estimate,2023,37041
Columbus,2025,NHWhite,Female,Population Age 75-79,1068,Projection,2024,37047
Henderson,2023,NHWhite,Female,Population Age 65-69,4469,Estimate,2023,37089
Henderson,2023,Hispanic,Male,Population Age 65-69,268,Estimate,2023,37089
Gates,2025,NHOther,Female,Population Age 75-79,125,Projection,2024,37073
Warren,2023,NHOther,Male,Population Age 70-74,329,Estimate,2023,37185
Graham,2023,NHOther,Female,Population Age 70-74,13,Estimate,2023,37075
Graham,2024,NHOther,Male,Population Age 65-69,15,Projection,2024,37075
Bladen,2023,NHWhite,Male,Population Age 65-69,495,Estimate,2023,37017
Bladen,2023,NHOther,Male,Population Age 75-79,199,Estimate,2023,37017
Lenoir,2023,NHOther,Female,Population Age 70-74,868,Estimate,2023,37107
Lenoir,2025,NHOther,Male,Population Age 75-79,420,Projection,2024,37107
Beaufort,2023,NHWhite,Male,Population Age 75-79,905,Estimate,2023,37013
Hertford,2025,Hispanic,Female,Population Age 70-74,4,Projection,2024,37091
Craven,2025,NHWhite,Male,Population Age 65-69,2098,Projection,2024,37049
Craven,2025,Hispanic,Female,Population Age 75-79,33,Projection,2024,37049
Pitt,2024,NHWhite,Male,Population Age 70-74,1796,Projection,2024,37147
Pitt,2025,NHOther,Female,Population Age 70-74,1857,Projection,2024,37147
Davie,2024,NHOther,Male,Population Age 70-74,99,Projection,2024,37059
Cumberland,2025,Hispanic,Male,Population Age 70-74,362,Projection,2024,37051
Brunswick,2023,NHWhite,Female,Population Age 75-79,5244,Estimate,2023,37019
Brunswick,2023,Hispanic,Female,Population Age 65-69,227,Estimate,2023,37019
Brunswick,2024,Hispanic,Male,Population Age 75-79,89,Projection,2024,37019
Iredell,2024,NHOther,Male,Population Age 65-69,837,Projection,2024,37097
Jackson,2024,Hispanic,Male,Population Age 65-69,72,Projection,2024,37099
Jackson,2025,Hispanic,Female,Population Age 65-69,17,Projection,2024,37099
Jones,2023,NHOther,Male,Population Age 65-69,123,Estimate,2023,37103
Jones,2024,Hispanic,Female,Population Age 70-74,4,Projection,2024,37103
Person,2023,Hispanic,Female,Population Age 75-79,4,Estimate,2023,37145
Clay,2024,Hispanic,Male,Population Age 65-69,6,Projection,2024,37043
Cleveland,2023,Hispanic,Female,Population Age 70-74,34,Estimate,2023,37045
Scotland,2023,Hispanic,Male,Population Age 75-79,4,Estimate,2023,37165
Chatham,2024,Hispanic,Female,Population Age 75-79,46,Projection,2024,37037
Stanly,2023,NHWhite,Male,Population Age 70-74,1352,Estimate,2023,37167
Stanly,2023,Hispanic,Male,Population Age 70-74,28,Estimate,2023,37167
Cleveland,2024,NHOther,Male,Population Age 75-79,368,Projection,2024,37045
Iredell,2023,NHWhite,Female,Population Age 75-79,3265,Estimate,2023,37097
Iredell,2025,NHWhite,Female,Population Age 65-69,5133,Projection,2024,37097
Hoke,2024,Hispanic,Female,Population Age 70-74,39,Projection,2024,37093
Jackson,2024,NHOther,Female,Population Age 75-79,104,Projection,2024,37099
Haywood,2024,Hispanic,Male,Population Age 75-79,22,Projection,2024,37087
Onslow,2025,NHWhite,Female,Population Age 75-79,1657,Projection,2024,37133
Pamlico,2024,Hispanic,Female,Population Age 70-74,5,Projection,2024,37137
Granville,2023,NHWhite,Male,Population Age 65-69,1367,Estimate,2023,37077
Warren,2025,NHWhite,Male,Population Age 65-69,402,Projection,2024,37185
Warren,2025,NHWhite,Male,Population Age 75-79,270,Projection,2024,37185
Wilson,2024,NHOther,Female,Population Age 75-79,683,Projection,2024,37195
Clay,2023,NHWhite,Male,Population Age 65-69,468,Estimate,2023,37043
Edgecombe,2023,NHWhite,Male,Population Age 75-79,425,Estimate,2023,37065
Edgecombe,2023,Hispanic,Male,Population Age 75-79,12,Estimate,2023,37065
Edgecombe,2024,NHOther,Female,Population Age 75-79,666,Projection,2024,37065
Cleveland,2024,NHOther,Male,Population Age 65-69,675,Projection,2024,37045
Cleveland,2025,Hispanic,Female,Population Age 75-79,34,Projection,2024,37045
Bertie,2024,Hispanic,Male,Population Age 70-74,1,Projection,2024,37015
Camden,2025,NHWhite,Male,Population Age 65-69,247,Projection,2024,37029
Camden,2025,Hispanic,Female,Population Age 65-69,3,Projection,2024,37029
Camden,2025,Hispanic,Male,Population Age 65-69,7,Projection,2024,37029
Lincoln,2023,NHOther,Female,Population Age 70-74,255,Estimate,2023,37109
Lincoln,2025,NHWhite,Female,Population Age 65-69,3145,Projection,2024,37109
Catawba,2024,NHOther,Male,Population Age 75-79,249,Projection,2024,37035
Bertie,2025,NHOther,Female,Population Age 70-74,447,Projection,2024,37015
Alexander,2025,Hispanic,Male,Population Age 70-74,22,Projection,2024,37003
Rowan,2025,NHOther,Female,Population Age 70-74,780,Projection,2024,37159
Brunswick,2024,NHWhite,Male,Population Age 70-74,9534,Projection,2024,37019
Brunswick,2025,NHOther,Female,Population Age 65-69,1073,Projection,2024,37019
Caswell,2023,NHWhite,Female,Population Age 65-69,570,Estimate,2023,37033
Caswell,2025,NHWhite,Male,Population Age 70-74,417,Projection,2024,37033
Buncombe,2023,Hispanic,Female,Population Age 70-74,214,Estimate,2023,37021
Buncombe,2025,NHOther,Male,Population Age 70-74,701,Projection,2024,37021
Gaston,2025,NHOther,Male,Population Age 75-79,495,Projection,2024,37071
Lee,2023,Hispanic,Male,Population Age 70-74,64,Estimate,2023,37105
Lee,2023,NHOther,Male,Population Age 65-69,382,Estimate,2023,37105
Gates,2024,Hispanic,Male,Population Age 65-69,3,Projection,2024,37073
Pamlico,2024,Hispanic,Male,Population Age 70-74,5,Projection,2024,37137
Washington,2025,NHWhite,Male,Population Age 65-69,218,Projection,2024,37187
Forsyth,2023,NHOther,Female,Population Age 70-74,2896,Estimate,2023,37067
Forsyth,2023,NHWhite,Female,Population Age 70-74,7040,Estimate,2023,37067
Forsyth,2025,Hispanic,Male,Population Age 70-74,364,Projection,2024,37067
Rockingham,2023,Hispanic,Male,Population Age 65-69,81,Estimate,2023,37157
Cumberland,2025,Hispanic,Male,Population Age 65-69,420,Projection,2024,37051
Beaufort,2024,NHOther,Female,Population Age 70-74,444,Projection,2024,37013
Swain,2025,NHOther,Female,Population Age 70-74,97,Projection,2024,37173
Yadkin,2024,NHOther,Female,Population Age 75-79,57,Projection,2024,37197
Mecklenburg,2025,NHOther,Female,Population Age 75-79,6088,Projection,2024,37119
Transylvania,2023,NHWhite,Female,Population Age 70-74,1387,Estimate,2023,37175
Transylvania,2024,Hispanic,Female,Population Age 65-69,35,Projection,2024,37175
Transylvania,2024,NHOther,Female,Population Age 65-69,128,Projection,2024,37175
Transylvania,2024,NHOther,Male,Population Age 70-74,47,Projection,2024,37175
Transylvania,2025,Hispanic,Male,Population Age 75-79,28,Projection,2024,37175
Transylvania,2025,NHOther,Male,Population Age 70-74,49,Projection,2024,37175
Mecklenburg,2024,NHWhite,Female,Population Age 75-79,9701,Projection,2024,37119
Mecklenburg,2025,Hispanic,Male,Population Age 70-74,1283,Projection,2024,37119
Brunswick,2023,NHWhite,Female,Population Age 70-74,8832,Estimate,2023,37019
Rockingham,2023,NHOther,Female,Population Age 75-79,468,Estimate,2023,37157
Gates,2025,NHOther,Male,Population Age 70-74,122,Projection,2024,37073
Iredell,2024,Hispanic,Female,Population Age 70-74,185,Projection,2024,37097
Iredell,2025,Hispanic,Female,Population Age 70-74,215,Projection,2024,37097
Robeson,2024,NHWhite,Female,Population Age 70-74,906,Projection,2024,37155
Person,2023,NHWhite,Male,Population Age 70-74,681,Estimate,2023,37145
Person,2025,NHWhite,Male,Population Age 65-69,941,Projection,2024,37145
Pender,2025,NHWhite,Female,Population Age 75-79,1123,Projection,2024,37141
Polk,2024,NHWhite,Female,Population Age 65-69,854,Projection,2024,37149
Yancey,2024,NHOther,Male,Population Age 65-69,13,Projection,2024,37199
Mecklenburg,2025,Hispanic,Female,Population Age 75-79,935,Projection,2024,37119
Mitchell,2025,Hispanic,Female,Population Age 65-69,8,Projection,2024,37121
Hertford,2024,Hispanic,Female,Population Age 70-74,4,Projection,2024,37091
Hertford,2024,NHOther,Female,Population Age 70-74,352,Projection,2024,37091
Person,2023,NHOther,Female,Population Age 75-79,275,Estimate,2023,37145
Franklin,2023,NHWhite,Male,Population Age 65-69,1702,Estimate,2023,37069
Chowan,2024,NHWhite,Male,Population Age 75-79,230,Projection,2024,37041
Iredell,2023,NHWhite,Male,Population Age 75-79,2651,Estimate,2023,37097
Haywood,2023,NHOther,Male,Population Age 70-74,118,Estimate,2023,37087
Hertford,2025,NHWhite,Female,Population Age 75-79,176,Projection,2024,37091
Onslow,2023,NHOther,Female,Population Age 65-69,1145,Estimate,2023,37133
Jackson,2023,NHWhite,Female,Population Age 70-74,1181,Estimate,2023,37099
Alamance,2023,Hispanic,Male,Population Age 70-74,147,Estimate,2023,37001
Alamance,2023,Hispanic,Male,Population Age 75-79,115,Estimate,2023,37001
Perquimans,2025,NHOther,Female,Population Age 70-74,149,Projection,2024,37143
Wayne,2025,NHOther,Male,Population Age 70-74,1138,Projection,2024,37191
Lenoir,2023,Hispanic,Male,Population Age 70-74,30,Estimate,2023,37107
Wilkes,2023,Hispanic,Female,Population Age 75-79,20,Estimate,2023,37193
Guilford,2024,Hispanic,Female,Population Age 70-74,412,Projection,2024,37081
Guilford,2025,NHOther,Female,Population Age 65-69,6051,Projection,2024,37081
Avery,2024,NHOther,Female,Population Age 65-69,8,Projection,2024,37011
Stokes,2025,Hispanic,Male,Population Age 65-69,20,Projection,2024,37169
Richmond,2024,NHWhite,Female,Population Age 65-69,810,Projection,2024,37153
Surry,2024,Hispanic,Female,Population Age 70-74,35,Projection,2024,37171
Gates,2023,NHWhite,Male,Population Age 75-79,140,Estimate,2023,37073
Ashe,2024,Hispanic,Female,Population Age 65-69,25,Projection,2024,37009
Avery,2025,Hispanic,Male,Population Age 70-74,4,Projection,2024,37011
Avery,2025,NHOther,Female,Population Age 70-74,12,Projection,2024,37011
Richmond,2023,NHOther,Male,Population Age 75-79,197,Estimate,2023,37153
Haywood,2024,Hispanic,Female,Population Age 70-74,34,Projection,2024,37087
Hoke,2024,NHOther,Male,Population Age 65-69,645,Projection,2024,37093
Wake,2025,NHWhite,Male,Population Age 70-74,14360,Projection,2024,37183
Wake,2025,NHOther,Male,Population Age 70-74,4742,Projection,2024,37183
Wayne,2025,Hispanic,Male,Population Age 65-69,174,Projection,2024,37191
Vance,2024,Hispanic,Male,Population Age 75-79,18,Projection,2024,37181
Vance,2025,NHWhite,Male,Population Age 65-69,513,Projection,2024,37181
Beaufort,2023,NHOther,Male,Population Age 65-69,407,Estimate,2023,37013
Beaufort,2024,NHOther,Male,Population Age 75-79,185,Projection,2024,37013
Caldwell,2024,NHWhite,Female,Population Age 65-69,2635,Projection,2024,37027
Halifax,2023,Hispanic,Female,Population Age 75-79,9,Estimate,2023,37083
Hertford,2025,Hispanic,Male,Population Age 70-74,12,Projection,2024,37091
Yadkin,2023,NHWhite,Female,Population Age 65-69,1129,Estimate,2023,37197
Davidson,2024,Hispanic,Female,Population Age 70-74,101,Projection,2024,37057
Yadkin,2025,NHOther,Female,Population Age 70-74,101,Projection,2024,37197
Robeson,2025,Hispanic,Male,Population Age 70-74,57,Projection,2024,37155
Vance,2025,NHOther,Male,Population Age 70-74,515,Projection,2024,37181
Dare,2024,NHWhite,Male,Population Age 70-74,1291,Projection,2024,37055
Hyde,2023,Hispanic,Male,Population Age 70-74,0,Estimate,2023,37095
Hyde,2025,Hispanic,Male,Population Age 70-74,0,Projection,2024,37095
Harnett,2023,Hispanic,Male,Population Age 75-79,72,Estimate,2023,37085
Duplin,2025,NHWhite,Male,Population Age 70-74,685,Projection,2024,37061
Randolph,2024,NHOther,Female,Population Age 75-79,297,Projection,2024,37151
Randolph,2024,NHOther,Male,Population Age 70-74,336,Projection,2024,37151
Greene,2024,NHOther,Male,Population Age 70-74,170,Projection,2024,37079
Wilson,2023,NHOther,Female,Population Age 70-74,946,Estimate,2023,37195
Macon,2024,Hispanic,Male,Population Age 70-74,27,Projection,2024,37113
New Hanover,2024,NHWhite,Male,Population Age 65-69,5595,Projection,2024,37129
Wake,2023,Hispanic,Male,Population Age 70-74,743,Estimate,2023,37183
Durham,2024,NHWhite,Male,Population Age 65-69,3930,Projection,2024,37063
Durham,2025,NHOther,Female,Population Age 75-79,2469,Projection,2024,37063
Yancey,2023,Hispanic,Female,Population Age 75-79,3,Estimate,2023,37199
Yancey,2024,Hispanic,Female,Population Age 65-69,12,Projection,2024,37199
Halifax,2023,NHOther,Male,Population Age 75-79,426,Estimate,2023,37083
Halifax,2024,NHOther,Male,Population Age 70-74,650,Projection,2024,37083
Catawba,2023,NHWhite,Male,Population Age 65-69,4103,Estimate,2023,37035
Chatham,2023,Hispanic,Male,Population Age 65-69,123,Estimate,2023,37037
Scotland,2023,NHWhite,Male,Population Age 65-69,439,Estimate,2023,37165
Scotland,2025,NHWhite,Female,Population Age 70-74,443,Projection,2024,37165
Scotland,2025,NHWhite,Female,Population Age 75-79,360,Projection,2024,37165
Scotland,2025,Hispanic,Female,Population Age 75-79,6,Projection,2024,37165
Warren,2023,Hispanic,Female,Population Age 70-74,6,Estimate,2023,37185
Warren,2024,NHWhite,Female,Population Age 70-74,297,Projection,2024,37185
Wilson,2024,NHOther,Female,Population Age 65-69,1122,Projection,2024,37195
Wilson,2025,Hispanic,Female,Population Age 70-74,56,Projection,2024,37195
Davie,2025,NHWhite,Female,Population Age 75-79,1034,Projection,2024,37059
Union,2023,Hispanic,Female,Population Age 65-69,360,Estimate,2023,37179
Bertie,2024,NHOther,Female,Population Age 65-69,466,Projection,2024,37015
Vance,2023,NHOther,Male,Population Age 65-69,648,Estimate,2023,37181
Vance,2025,NHWhite,Female,Population Age 70-74,566,Projection,2024,37181
Vance,2025,NHOther,Female,Population Age 75-79,444,Projection,2024,37181
New Hanover,2024,NHWhite,Male,Population Age 75-79,3755,Projection,2024,37129
Harnett,2025,Hispanic,Male,Population Age 75-79,84,Projection,2024,37085
Caldwell,2025,Hispanic,Male,Population Age 75-79,12,Projection,2024,37027
Caswell,2023,NHOther,Male,Population Age 75-79,162,Estimate,2023,37033
Washington,2023,NHWhite,Female,Population Age 75-79,174,Estimate,2023,37187
Edgecombe,2023,NHWhite,Male,Population Age 70-74,515,Estimate,2023,37065
Edgecombe,2025,Hispanic,Male,Population Age 70-74,14,Projection,2024,37065
Watauga,2025,NHOther,Male,Population Age 70-74,117,Projection,2024,37189
Carteret,2024,Hispanic,Female,Population Age 75-79,16,Projection,2024,37031
Forsyth,2024,NHOther,Female,Population Age 70-74,2980,Projection,2024,37067
Forsyth,2025,NHOther,Female,Population Age 75-79,2241,Projection,2024,37067
Caswell,2025,NHWhite,Male,Population Age 65-69,559,Projection,2024,37033
Swain,2023,NHWhite,Male,Population Age 75-79,236,Estimate,2023,37173
Swain,2024,Hispanic,Female,Population Age 70-74,2,Projection,2024,37173
Swain,2024,NHOther,Male,Population Age 70-74,50,Projection,2024,37173
Sampson,2023,NHWhite,Male,Population Age 70-74,923,Estimate,2023,37163
Sampson,2025,NHOther,Male,Population Age 75-79,298,Projection,2024,37163
Clay,2024,NHWhite,Female,Population Age 65-69,581,Projection,2024,37043
Duplin,2024,NHWhite,Male,Population Age 75-79,545,Projection,2024,37061
Duplin,2025,NHOther,Male,Population Age 75-79,205,Projection,2024,37061
Ashe,2025,NHWhite,Female,Population Age 70-74,1164,Projection,2024,37009
Watauga,2024,NHOther,Female,Population Age 70-74,97,Projection,2024,37189
Watauga,2025,Hispanic,Female,Population Age 65-69,59,Projection,2024,37189
Transylvania,2023,Hispanic,Female,Population Age 70-74,16,Estimate,2023,37175
Clay,2023,Hispanic,Female,Population Age 70-74,5,Estimate,2023,37043
Clay,2024,Hispanic,Female,Population Age 70-74,6,Projection,2024,37043
Clay,2025,NHWhite,Male,Population Age 65-69,488,Projection,2024,37043
Wilson,2025,NHOther,Female,Population Age 70-74,1007,Projection,2024,37195
Union,2023,NHWhite,Female,Population Age 70-74,3932,Estimate,2023,37179
Tyrrell,2024,Hispanic,Male,Population Age 75-79,1,Projection,2024,37177
Dare,2023,Hispanic,Male,Population Age 75-79,9,Estimate,2023,37055
Union,2024,NHOther,Male,Population Age 65-69,906,Projection,2024,37179
Surry,2023,NHOther,Female,Population Age 75-79,108,Estimate,2023,37171
Surry,2024,Hispanic,Male,Population Age 75-79,20,Projection,2024,37171
Surry,2025,NHWhite,Female,Population Age 75-79,1657,Projection,2024,37171
Durham,2023,NHOther,Male,Population Age 70-74,2254,Estimate,2023,37063
Iredell,2023,NHOther,Female,Population Age 65-69,915,Estimate,2023,37097
Iredell,2025,Hispanic,Male,Population Age 75-79,99,Projection,2024,37097
Vance,2024,NHOther,Female,Population Age 70-74,621,Projection,2024,37181
Wake,2023,Hispanic,Female,Population Age 65-69,1514,Estimate,2023,37183
Pasquotank,2024,NHWhite,Female,Population Age 75-79,613,Projection,2024,37139
Yadkin,2023,Hispanic,Female,Population Age 65-69,43,Estimate,2023,37197
Buncombe,2023,NHOther,Male,Population Age 70-74,643,Estimate,2023,37021
Transylvania,2023,Hispanic,Female,Population Age 75-79,13,Estimate,2023,37175
Burke,2025,NHOther,Female,Population Age 70-74,339,Projection,2024,37023
Burke,2025,NHOther,Female,Population Age 75-79,192,Projection,2024,37023
Buncombe,2025,NHOther,Female,Population Age 65-69,1018,Projection,2024,37021
Warren,2023,NHOther,Female,Population Age 75-79,304,Estimate,2023,37185
Craven,2024,NHOther,Female,Population Age 70-74,877,Projection,2024,37049
Craven,2024,NHOther,Male,Population Age 70-74,483,Projection,2024,37049
Craven,2025,Hispanic,Male,Population Age 65-69,77,Projection,2024,37049
Person,2025,Hispanic,Female,Population Age 75-79,7,Projection,2024,37145
Wilkes,2024,Hispanic,Male,Population Age 70-74,26,Projection,2024,37193
Yancey,2024,NHWhite,Male,Population Age 75-79,474,Projection,2024,37199
Onslow,2024,NHWhite,Male,Population Age 70-74,1948,Projection,2024,37133
Alamance,2025,NHWhite,Male,Population Age 75-79,2085,Projection,2024,37001
Nash,2025,NHWhite,Female,Population Age 70-74,1682,Projection,2024,37127
Alamance,2025,NHOther,Male,Population Age 75-79,539,Projection,2024,37001
Pender,2024,NHWhite,Female,Population Age 75-79,1063,Projection,2024,37141
Pender,2024,NHWhite,Male,Population Age 65-69,1896,Projection,2024,37141
New Hanover,2025,NHOther,Male,Population Age 75-79,616,Projection,2024,37129
Alexander,2023,NHOther,Female,Population Age 70-74,111,Estimate,2023,37003
Alexander,2024,NHWhite,Female,Population Age 65-69,1146,Projection,2024,37003
Haywood,2024,NHOther,Female,Population Age 70-74,145,Projection,2024,37087
Haywood,2025,NHOther,Male,Population Age 65-69,106,Projection,2024,37087
Wilkes,2023,Hispanic,Female,Population Age 65-69,58,Estimate,2023,37193
Wilkes,2025,NHOther,Male,Population Age 75-79,95,Projection,2024,37193
Wilkes,2023,NHOther,Male,Population Age 75-79,75,Estimate,2023,37193
Wilson,2024,Hispanic,Male,Population Age 70-74,65,Projection,2024,37195
Granville,2024,Hispanic,Female,Population Age 75-79,14,Projection,2024,37077
Cabarrus,2024,NHWhite,Female,Population Age 75-79,3072,Projection,2024,37025
Caldwell,2023,NHOther,Male,Population Age 75-79,121,Estimate,2023,37027
Chatham,2025,NHWhite,Male,Population Age 75-79,1809,Projection,2024,37037
Chatham,2025,Hispanic,Female,Population Age 75-79,45,Projection,2024,37037
Onslow,2024,NHWhite,Male,Population Age 75-79,1537,Projection,2024,37133
Onslow,2024,Hispanic,Male,Population Age 70-74,119,Projection,2024,37133
Polk,2023,NHWhite,Female,Population Age 65-69,870,Estimate,2023,37149
Polk,2024,NHWhite,Male,Population Age 70-74,655,Projection,2024,37149
Polk,2025,Hispanic,Female,Population Age 65-69,15,Projection,2024,37149
Forsyth,2024,NHWhite,Female,Population Age 65-69,8313,Projection,2024,37067
Dare,2024,NHOther,Male,Population Age 65-69,74,Projection,2024,37055
Anson,2023,NHWhite,Female,Population Age 70-74,304,Estimate,2023,37007
Dare,2023,NHOther,Male,Population Age 65-69,72,Estimate,2023,37055
Warren,2024,NHWhite,Female,Population Age 75-79,253,Projection,2024,37185
Warren,2024,Hispanic,Male,Population Age 70-74,7,Projection,2024,37185
Onslow,2023,NHOther,Female,Population Age 70-74,895,Estimate,2023,37133
Tyrrell,2024,NHWhite,Female,Population Age 70-74,62,Projection,2024,37177
Union,2023,Hispanic,Female,Population Age 75-79,197,Estimate,2023,37179
Hoke,2025,Hispanic,Female,Population Age 75-79,24,Projection,2024,37093
Buncombe,2024,NHOther,Female,Population Age 75-79,611,Projection,2024,37021
Caldwell,2025,NHOther,Female,Population Age 65-69,274,Projection,2024,37027
Anson,2024,Hispanic,Female,Population Age 65-69,3,Projection,2024,37007
Washington,2023,NHOther,Female,Population Age 65-69,248,Estimate,2023,37187
Washington,2025,Hispanic,Male,Population Age 75-79,1,Projection,2024,37187
Scotland,2023,Hispanic,Male,Population Age 65-69,14,Estimate,2023,37165
Scotland,2025,Hispanic,Male,Population Age 70-74,10,Projection,2024,37165
Ashe,2023,Hispanic,Female,Population Age 75-79,5,Estimate,2023,37009
Ashe,2025,NHOther,Female,Population Age 75-79,16,Projection,2024,37009
Watauga,2025,NHWhite,Male,Population Age 75-79,918,Projection,2024,37189
Ashe,2023,NHWhite,Female,Population Age 65-69,1189,Estimate,2023,37009
Moore,2024,NHOther,Female,Population Age 70-74,514,Projection,2024,37125
Moore,2025,NHWhite,Female,Population Age 75-79,2698,Projection,2024,37125
Duplin,2024,NHOther,Female,Population Age 75-79,425,Projection,2024,37061
Durham,2025,NHOther,Male,Population Age 65-69,3122,Projection,2024,37063
Stanly,2023,Hispanic,Male,Population Age 75-79,25,Estimate,2023,37167
Stanly,2023,NHOther,Female,Population Age 75-79,150,Estimate,2023,37167
Edgecombe,2024,NHWhite,Male,Population Age 65-69,557,Projection,2024,37065
Edgecombe,2025,Hispanic,Female,Population Age 70-74,11,Projection,2024,37065
Nash,2024,NHOther,Male,Population Age 65-69,1174,Projection,2024,37127
Haywood,2024,NHWhite,Female,Population Age 75-79,1898,Projection,2024,37087
Haywood,2024,Hispanic,Male,Population Age 65-69,39,Projection,2024,37087
Haywood,2025,Hispanic,Female,Population Age 65-69,31,Projection,2024,37087
Alexander,2023,NHOther,Female,Population Age 75-79,74,Estimate,2023,37003
Cabarrus,2023,Hispanic,Female,Population Age 65-69,355,Estimate,2023,37025
Henderson,2025,NHOther,Male,Population Age 70-74,219,Projection,2024,37089
Chatham,2024,NHOther,Male,Population Age 65-69,417,Projection,2024,37037
Hertford,2023,Hispanic,Male,Population Age 70-74,6,Estimate,2023,37091
Hertford,2025,Hispanic,Female,Population Age 65-69,16,Projection,2024,37091
New Hanover,2024,NHWhite,Male,Population Age 70-74,4863,Projection,2024,37129
Mecklenburg,2025,NHWhite,Female,Population Age 70-74,11883,Projection,2024,37119
Alleghany,2023,Hispanic,Male,Population Age 75-79,4,Estimate,2023,37005
Montgomery,2025,Hispanic,Female,Population Age 75-79,10,Projection,2024,37123
Harnett,2023,NHOther,Male,Population Age 65-69,806,Estimate,2023,37085
Harnett,2025,NHOther,Female,Population Age 70-74,851,Projection,2024,37085
Chowan,2025,Hispanic,Female,Population Age 70-74,4,Projection,2024,37041
Cabarrus,2023,NHOther,Female,Population Age 75-79,616,Estimate,2023,37025
Cabarrus,2025,NHOther,Female,Population Age 65-69,1446,Projection,2024,37025
Currituck,2025,NHWhite,Male,Population Age 65-69,1055,Projection,2024,37053
Alexander,2023,NHWhite,Female,Population Age 70-74,991,Estimate,2023,37003
Alexander,2023,Hispanic,Female,Population Age 70-74,17,Estimate,2023,37003
Pasquotank,2023,Hispanic,Male,Population Age 70-74,6,Estimate,2023,37139
Alleghany,2023,Hispanic,Female,Population Age 65-69,9,Estimate,2023,37005
Perquimans,2025,NHWhite,Female,Population Age 70-74,390,Projection,2024,37143
Perquimans,2025,Hispanic,Male,Population Age 70-74,1,Projection,2024,37143
McDowell,2023,NHWhite,Male,Population Age 75-79,821,Estimate,2023,37111
Person,2023,Hispanic,Female,Population Age 65-69,23,Estimate,2023,37145
Anson,2023,NHWhite,Male,Population Age 65-69,381,Estimate,2023,37007
Mitchell,2024,NHWhite,Male,Population Age 70-74,445,Projection,2024,37121
Mitchell,2024,NHOther,Male,Population Age 70-74,12,Projection,2024,37121
Camden,2024,NHOther,Female,Population Age 65-69,80,Projection,2024,37029
Ashe,2024,NHWhite,Female,Population Age 65-69,1192,Projection,2024,37009
Mecklenburg,2024,Hispanic,Female,Population Age 75-79,817,Projection,2024,37119
Randolph,2025,NHOther,Female,Population Age 65-69,493,Projection,2024,37151
Jones,2025,NHOther,Male,Population Age 65-69,98,Projection,2024,37103
Durham,2024,NHWhite,Female,Population Age 70-74,4408,Projection,2024,37063
Durham,2025,NHWhite,Female,Population Age 75-79,3521,Projection,2024,37063
Richmond,2024,Hispanic,Male,Population Age 75-79,10,Projection,2024,37153
Scotland,2024,NHOther,Female,Population Age 65-69,496,Projection,2024,37165
Edgecombe,2024,NHWhite,Male,Population Age 75-79,420,Projection,2024,37065
Edgecombe,2025,NHWhite,Female,Population Age 70-74,665,Projection,2024,37065
Edgecombe,2025,Hispanic,Male,Population Age 65-69,27,Projection,2024,37065
Davidson,2023,NHOther,Male,Population Age 70-74,443,Estimate,2023,37057
Davidson,2024,NHOther,Female,Population Age 65-69,901,Projection,2024,37057
Columbus,2025,NHWhite,Female,Population Age 65-69,1299,Projection,2024,37047
Columbus,2025,Hispanic,Male,Population Age 75-79,7,Projection,2024,37047
Jones,2025,Hispanic,Female,Population Age 65-69,5,Projection,2024,37103
Durham,2023,Hispanic,Male,Population Age 75-79,193,Estimate,2023,37063
Davie,2024,Hispanic,Female,Population Age 75-79,13,Projection,2024,37059
Davie,2025,NHWhite,Male,Population Age 65-69,1264,Projection,2024,37059
Greene,2023,NHWhite,Female,Population Age 70-74,280,Estimate,2023,37079
Greene,2023,NHOther,Female,Population Age 75-79,125,Estimate,2023,37079
Greene,2025,NHOther,Male,Population Age 70-74,184,Projection,2024,37079
Camden,2023,Hispanic,Female,Population Age 65-69,0,Estimate,2023,37029
Onslow,2025,Hispanic,Female,Population Age 70-74,190,Projection,2024,37133
Nash,2025,Hispanic,Female,Population Age 75-79,38,Projection,2024,37127
Graham,2023,NHWhite,Male,Population Age 65-69,258,Estimate,2023,37075
Graham,2023,NHOther,Male,Population Age 75-79,8,Estimate,2023,37075
Graham,2025,NHWhite,Female,Population Age 70-74,280,Projection,2024,37075
