CMS Certification Number (CCN),Provider Name,Address Line 1,Address Line 2,City/Town,State,ZIP Code,County/Parish,Telephone Number,CMS Region,Condition,Count,Footnote
14T029,RUSH-COPLEY MEDICAL CENTER,2000 WEST OGDEN AVE.,-,AURORA,IL,60506,Kane,(630) 978-4877,5,Spinal cord disease or condition (non-traumatic),12,-
14T029,RUSH-COPLEY MEDICAL CENTER,2000 WEST OGDEN AVE.,-,AURORA,IL,60506,Kane,(630) 978-4877,5,Spinal cord injury (traumatic),Less than 11,1
14T029,RUSH-COPLEY MEDICAL CENTER,2000 WEST OGDEN AVE.,-,AURORA,IL,60506,Kane,(630) 978-4877,5,Stroke,50,-
14T046,SSM HEALTH GOOD SAMARITAN HOSP,1 GOOD SAMARITAN WAY,-,MOUNT VERNON,IL,62864,Jefferson,(618) 899-3197,5,All other conditions,31,-
14T046,SSM HEALTH GOOD SAMARITAN HOSP,1 GOOD SAMARITAN WAY,-,MOUNT VERNON,IL,62864,Jefferson,(618) 899-3197,5,Brain disease or condition (non-traumatic),11,-
14T046,SSM HEALTH GOOD SAMARITAN HOSP,1 GOOD SAMARITAN WAY,-,MOUNT VERNON,IL,62864,Jefferson,(618) 899-3197,5,Brain injury (traumatic),Less than 11,1
14T046,SSM HEALTH GOOD SAMARITAN HOSP,1 GOOD SAMARITAN WAY,-,MOUNT VERNON,IL,62864,Jefferson,(618) 899-3197,5,Hip or femur fracture,12,-
14T046,SSM HEALTH GOOD SAMARITAN HOSP,1 GOOD SAMARITAN WAY,-,MOUNT VERNON,IL,62864,Jefferson,(618) 899-3197,5,"Hip or knee replacement, amputation or other bone or joint condition",22,-
14T046,SSM HEALTH GOOD SAMARITAN HOSP,1 GOOD SAMARITAN WAY,-,MOUNT VERNON,IL,62864,Jefferson,(618) 899-3197,5,Nervous system disorder (excluding stroke),Less than 11,1
14T046,SSM HEALTH GOOD SAMARITAN HOSP,1 GOOD SAMARITAN WAY,-,MOUNT VERNON,IL,62864,Jefferson,(618) 899-3197,5,Spinal cord disease or condition (non-traumatic),Not Available,2
14T046,SSM HEALTH GOOD SAMARITAN HOSP,1 GOOD SAMARITAN WAY,-,MOUNT VERNON,IL,62864,Jefferson,(618) 899-3197,5,Spinal cord injury (traumatic),Not Available,2
14T046,SSM HEALTH GOOD SAMARITAN HOSP,1 GOOD SAMARITAN WAY,-,MOUNT VERNON,IL,62864,Jefferson,(618) 899-3197,5,Stroke,49,-
14T054,MACNEAL HOSPITAL,3249 S. OAK PARK AVE,-,BERWYN,IL,60402,Cook,(708) 783-9100,5,All other conditions,28,-
14T054,MACNEAL HOSPITAL,3249 S. OAK PARK AVE,-,BERWYN,IL,60402,Cook,(708) 783-9100,5,Brain disease or condition (non-traumatic),Less than 11,1
14T054,MACNEAL HOSPITAL,3249 S. OAK PARK AVE,-,BERWYN,IL,60402,Cook,(708) 783-9100,5,Brain injury (traumatic),Less than 11,1
14T054,MACNEAL HOSPITAL,3249 S. OAK PARK AVE,-,BERWYN,IL,60402,Cook,(708) 783-9100,5,Hip or femur fracture,20,-
14T054,MACNEAL HOSPITAL,3249 S. OAK PARK AVE,-,BERWYN,IL,60402,Cook,(708) 783-9100,5,"Hip or knee replacement, amputation or other bone or joint condition",25,-
14T054,MACNEAL HOSPITAL,3249 S. OAK PARK AVE,-,BERWYN,IL,60402,Cook,(708) 783-9100,5,Nervous system disorder (excluding stroke),Less than 11,1
14T054,MACNEAL HOSPITAL,3249 S. OAK PARK AVE,-,BERWYN,IL,60402,Cook,(708) 783-9100,5,Spinal cord disease or condition (non-traumatic),Less than 11,1
14T054,MACNEAL HOSPITAL,3249 S. OAK PARK AVE,-,BERWYN,IL,60402,Cook,(708) 783-9100,5,Spinal cord injury (traumatic),Less than 11,1
14T054,MACNEAL HOSPITAL,3249 S. OAK PARK AVE,-,BERWYN,IL,60402,Cook,(708) 783-9100,5,Stroke,24,-
14T065,ADVENTIST LA GRANGE MEMORIAL HOSPITAL,5101 WILLOW SPRINGS RD,-,LA GRANGE,IL,60525,Cook,(708) 245-6521,5,All other conditions,93,-
14T065,ADVENTIST LA GRANGE MEMORIAL HOSPITAL,5101 WILLOW SPRINGS RD,-,LA GRANGE,IL,60525,Cook,(708) 245-6521,5,Brain disease or condition (non-traumatic),20,-
14T065,ADVENTIST LA GRANGE MEMORIAL HOSPITAL,5101 WILLOW SPRINGS RD,-,LA GRANGE,IL,60525,Cook,(708) 245-6521,5,Brain injury (traumatic),17,-
14T065,ADVENTIST LA GRANGE MEMORIAL HOSPITAL,5101 WILLOW SPRINGS RD,-,LA GRANGE,IL,60525,Cook,(708) 245-6521,5,Hip or femur fracture,56,-
14T065,ADVENTIST LA GRANGE MEMORIAL HOSPITAL,5101 WILLOW SPRINGS RD,-,LA GRANGE,IL,60525,Cook,(708) 245-6521,5,"Hip or knee replacement, amputation or other bone or joint condition",43,-
14T065,ADVENTIST LA GRANGE MEMORIAL HOSPITAL,5101 WILLOW SPRINGS RD,-,LA GRANGE,IL,60525,Cook,(708) 245-6521,5,Nervous system disorder (excluding stroke),22,-
14T065,ADVENTIST LA GRANGE MEMORIAL HOSPITAL,5101 WILLOW SPRINGS RD,-,LA GRANGE,IL,60525,Cook,(708) 245-6521,5,Spinal cord disease or condition (non-traumatic),19,-
14T065,ADVENTIST LA GRANGE MEMORIAL HOSPITAL,5101 WILLOW SPRINGS RD,-,LA GRANGE,IL,60525,Cook,(708) 245-6521,5,Spinal cord injury (traumatic),Not Available,2
14T065,ADVENTIST LA GRANGE MEMORIAL HOSPITAL,5101 WILLOW SPRINGS RD,-,LA GRANGE,IL,60525,Cook,(708) 245-6521,5,Stroke,85,-
14T082,LOUIS A. WEISS MEMORIAL HOSPITAL,4646 N. MARINE DRIVE,-,CHICAGO,IL,60640,Cook,(773) 878-8700,5,All other conditions,23,-
14T082,LOUIS A. WEISS MEMORIAL HOSPITAL,4646 N. MARINE DRIVE,-,CHICAGO,IL,60640,Cook,(773) 878-8700,5,Brain disease or condition (non-traumatic),Less than 11,1
14T082,LOUIS A. WEISS MEMORIAL HOSPITAL,4646 N. MARINE DRIVE,-,CHICAGO,IL,60640,Cook,(773) 878-8700,5,Brain injury (traumatic),Less than 11,1
14T082,LOUIS A. WEISS MEMORIAL HOSPITAL,4646 N. MARINE DRIVE,-,CHICAGO,IL,60640,Cook,(773) 878-8700,5,Hip or femur fracture,18,-
14T082,LOUIS A. WEISS MEMORIAL HOSPITAL,4646 N. MARINE DRIVE,-,CHICAGO,IL,60640,Cook,(773) 878-8700,5,"Hip or knee replacement, amputation or other bone or joint condition",13,-
14T082,LOUIS A. WEISS MEMORIAL HOSPITAL,4646 N. MARINE DRIVE,-,CHICAGO,IL,60640,Cook,(773) 878-8700,5,Nervous system disorder (excluding stroke),16,-
14T082,LOUIS A. WEISS MEMORIAL HOSPITAL,4646 N. MARINE DRIVE,-,CHICAGO,IL,60640,Cook,(773) 878-8700,5,Spinal cord disease or condition (non-traumatic),Less than 11,1
14T082,LOUIS A. WEISS MEMORIAL HOSPITAL,4646 N. MARINE DRIVE,-,CHICAGO,IL,60640,Cook,(773) 878-8700,5,Spinal cord injury (traumatic),Not Available,2
14T082,LOUIS A. WEISS MEMORIAL HOSPITAL,4646 N. MARINE DRIVE,-,CHICAGO,IL,60640,Cook,(773) 878-8700,5,Stroke,12,-
14T091,CARLE FOUNDATION HOSPITAL,611 W. PARK,-,URBANA,IL,61801,Champaign,(217) 383-6423,5,All other conditions,20,-
14T091,CARLE FOUNDATION HOSPITAL,611 W. PARK,-,URBANA,IL,61801,Champaign,(217) 383-6423,5,Brain disease or condition (non-traumatic),17,-
14T091,CARLE FOUNDATION HOSPITAL,611 W. PARK,-,URBANA,IL,61801,Champaign,(217) 383-6423,5,Brain injury (traumatic),15,-
14T091,CARLE FOUNDATION HOSPITAL,611 W. PARK,-,URBANA,IL,61801,Champaign,(217) 383-6423,5,Hip or femur fracture,Less than 11,1
14T091,CARLE FOUNDATION HOSPITAL,611 W. PARK,-,URBANA,IL,61801,Champaign,(217) 383-6423,5,"Hip or knee replacement, amputation or other bone or joint condition",22,-
14T091,CARLE FOUNDATION HOSPITAL,611 W. PARK,-,URBANA,IL,61801,Champaign,(217) 383-6423,5,Nervous system disorder (excluding stroke),Less than 11,1
14T091,CARLE FOUNDATION HOSPITAL,611 W. PARK,-,URBANA,IL,61801,Champaign,(217) 383-6423,5,Spinal cord disease or condition (non-traumatic),Less than 11,1
14T091,CARLE FOUNDATION HOSPITAL,611 W. PARK,-,URBANA,IL,61801,Champaign,(217) 383-6423,5,Spinal cord injury (traumatic),Less than 11,1
14T091,CARLE FOUNDATION HOSPITAL,611 W. PARK,-,URBANA,IL,61801,Champaign,(217) 383-6423,5,Stroke,71,-
14T113,OSF HEART OF MARY MEDICAL CTR,1400 WEST PARK ST.,-,URBANA,IL,61801,Champaign,(502) 596-6346,5,All other conditions,67,-
14T113,OSF HEART OF MARY MEDICAL CTR,1400 WEST PARK ST.,-,URBANA,IL,61801,Champaign,(502) 596-6346,5,Brain disease or condition (non-traumatic),16,-
14T113,OSF HEART OF MARY MEDICAL CTR,1400 WEST PARK ST.,-,URBANA,IL,61801,Champaign,(502) 596-6346,5,Brain injury (traumatic),Less than 11,1
14T113,OSF HEART OF MARY MEDICAL CTR,1400 WEST PARK ST.,-,URBANA,IL,61801,Champaign,(502) 596-6346,5,Hip or femur fracture,25,-
14T113,OSF HEART OF MARY MEDICAL CTR,1400 WEST PARK ST.,-,URBANA,IL,61801,Champaign,(502) 596-6346,5,"Hip or knee replacement, amputation or other bone or joint condition",15,-
14T113,OSF HEART OF MARY MEDICAL CTR,1400 WEST PARK ST.,-,URBANA,IL,61801,Champaign,(502) 596-6346,5,Nervous system disorder (excluding stroke),17,-
14T113,OSF HEART OF MARY MEDICAL CTR,1400 WEST PARK ST.,-,URBANA,IL,61801,Champaign,(502) 596-6346,5,Spinal cord disease or condition (non-traumatic),Less than 11,1
14T113,OSF HEART OF MARY MEDICAL CTR,1400 WEST PARK ST.,-,URBANA,IL,61801,Champaign,(502) 596-6346,5,Spinal cord injury (traumatic),Less than 11,1
14T113,OSF HEART OF MARY MEDICAL CTR,1400 WEST PARK ST.,-,URBANA,IL,61801,Champaign,(502) 596-6346,5,Stroke,65,-
14T114,SWEDISH COVENANT HOSPITAL,SWEDISH COVENANT HOSPITAL,-,CHICAGO,IL,60625,Cook,(773) 989-6248,5,All other conditions,94,-
14T114,SWEDISH COVENANT HOSPITAL,SWEDISH COVENANT HOSPITAL,-,CHICAGO,IL,60625,Cook,(773) 989-6248,5,Brain disease or condition (non-traumatic),29,-
14T114,SWEDISH COVENANT HOSPITAL,SWEDISH COVENANT HOSPITAL,-,CHICAGO,IL,60625,Cook,(773) 989-6248,5,Brain injury (traumatic),16,-
14T114,SWEDISH COVENANT HOSPITAL,SWEDISH COVENANT HOSPITAL,-,CHICAGO,IL,60625,Cook,(773) 989-6248,5,Hip or femur fracture,22,-
14T114,SWEDISH COVENANT HOSPITAL,SWEDISH COVENANT HOSPITAL,-,CHICAGO,IL,60625,Cook,(773) 989-6248,5,"Hip or knee replacement, amputation or other bone or joint condition",21,-
14T114,SWEDISH COVENANT HOSPITAL,SWEDISH COVENANT HOSPITAL,-,CHICAGO,IL,60625,Cook,(773) 989-6248,5,Nervous system disorder (excluding stroke),36,-
14T114,SWEDISH COVENANT HOSPITAL,SWEDISH COVENANT HOSPITAL,-,CHICAGO,IL,60625,Cook,(773) 989-6248,5,Spinal cord disease or condition (non-traumatic),32,-
14T114,SWEDISH COVENANT HOSPITAL,SWEDISH COVENANT HOSPITAL,-,CHICAGO,IL,60625,Cook,(773) 989-6248,5,Spinal cord injury (traumatic),Less than 11,1
14T114,SWEDISH COVENANT HOSPITAL,SWEDISH COVENANT HOSPITAL,-,CHICAGO,IL,60625,Cook,(773) 989-6248,5,Stroke,102,-
14T116,CENTEGRA HOSPITAL - MCHENRY,4201 MEDICAL CENTER DRIVE,-,MCHENRY,IL,60050,McHenry,(815) 759-4612,5,All other conditions,71,-
14T116,CENTEGRA HOSPITAL - MCHENRY,4201 MEDICAL CENTER DRIVE,-,MCHENRY,IL,60050,McHenry,(815) 759-4612,5,Brain disease or condition (non-traumatic),20,-
14T116,CENTEGRA HOSPITAL - MCHENRY,4201 MEDICAL CENTER DRIVE,-,MCHENRY,IL,60050,McHenry,(815) 759-4612,5,Brain injury (traumatic),26,-
14T116,CENTEGRA HOSPITAL - MCHENRY,4201 MEDICAL CENTER DRIVE,-,MCHENRY,IL,60050,McHenry,(815) 759-4612,5,Hip or femur fracture,51,-
14T116,CENTEGRA HOSPITAL - MCHENRY,4201 MEDICAL CENTER DRIVE,-,MCHENRY,IL,60050,McHenry,(815) 759-4612,5,"Hip or knee replacement, amputation or other bone or joint condition",55,-
14T116,CENTEGRA HOSPITAL - MCHENRY,4201 MEDICAL CENTER DRIVE,-,MCHENRY,IL,60050,McHenry,(815) 759-4612,5,Nervous system disorder (excluding stroke),36,-
14T116,CENTEGRA HOSPITAL - MCHENRY,4201 MEDICAL CENTER DRIVE,-,MCHENRY,IL,60050,McHenry,(815) 759-4612,5,Spinal cord disease or condition (non-traumatic),Less than 11,1
14T116,CENTEGRA HOSPITAL - MCHENRY,4201 MEDICAL CENTER DRIVE,-,MCHENRY,IL,60050,McHenry,(815) 759-4612,5,Spinal cord injury (traumatic),Less than 11,1
14T116,CENTEGRA HOSPITAL - MCHENRY,4201 MEDICAL CENTER DRIVE,-,MCHENRY,IL,60050,McHenry,(815) 759-4612,5,Stroke,83,-
14T117,AMITA HEALTH RESURRECTION MEDICAL CENTER CHICAGO,7435 W TALCOTT AVE,-,CHICAGO,IL,60631,Cook,(773) 990-6627,5,All other conditions,58,-
14T117,AMITA HEALTH RESURRECTION MEDICAL CENTER CHICAGO,7435 W TALCOTT AVE,-,CHICAGO,IL,60631,Cook,(773) 990-6627,5,Brain disease or condition (non-traumatic),45,-
14T117,AMITA HEALTH RESURRECTION MEDICAL CENTER CHICAGO,7435 W TALCOTT AVE,-,CHICAGO,IL,60631,Cook,(773) 990-6627,5,Brain injury (traumatic),17,-
14T117,AMITA HEALTH RESURRECTION MEDICAL CENTER CHICAGO,7435 W TALCOTT AVE,-,CHICAGO,IL,60631,Cook,(773) 990-6627,5,Hip or femur fracture,Less than 11,1
14T117,AMITA HEALTH RESURRECTION MEDICAL CENTER CHICAGO,7435 W TALCOTT AVE,-,CHICAGO,IL,60631,Cook,(773) 990-6627,5,"Hip or knee replacement, amputation or other bone or joint condition",22,-
14T117,AMITA HEALTH RESURRECTION MEDICAL CENTER CHICAGO,7435 W TALCOTT AVE,-,CHICAGO,IL,60631,Cook,(773) 990-6627,5,Nervous system disorder (excluding stroke),99,-
14T117,AMITA HEALTH RESURRECTION MEDICAL CENTER CHICAGO,7435 W TALCOTT AVE,-,CHICAGO,IL,60631,Cook,(773) 990-6627,5,Spinal cord disease or condition (non-traumatic),25,-
14T117,AMITA HEALTH RESURRECTION MEDICAL CENTER CHICAGO,7435 W TALCOTT AVE,-,CHICAGO,IL,60631,Cook,(773) 990-6627,5,Spinal cord injury (traumatic),Less than 11,1
14T117,AMITA HEALTH RESURRECTION MEDICAL CENTER CHICAGO,7435 W TALCOTT AVE,-,CHICAGO,IL,60631,Cook,(773) 990-6627,5,Stroke,82,-
14T119,JOHNSTON R BOWMAN HEALTH CTR.,"710 S. PAULINA, 420",-,CHICAGO,IL,60612,Cook,(312) 942-8241,5,All other conditions,121,-
14T119,JOHNSTON R BOWMAN HEALTH CTR.,"710 S. PAULINA, 420",-,CHICAGO,IL,60612,Cook,(312) 942-8241,5,Brain disease or condition (non-traumatic),53,-
14T119,JOHNSTON R BOWMAN HEALTH CTR.,"710 S. PAULINA, 420",-,CHICAGO,IL,60612,Cook,(312) 942-8241,5,Brain injury (traumatic),17,-
14T119,JOHNSTON R BOWMAN HEALTH CTR.,"710 S. PAULINA, 420",-,CHICAGO,IL,60612,Cook,(312) 942-8241,5,Hip or femur fracture,14,-
14T119,JOHNSTON R BOWMAN HEALTH CTR.,"710 S. PAULINA, 420",-,CHICAGO,IL,60612,Cook,(312) 942-8241,5,"Hip or knee replacement, amputation or other bone or joint condition",52,-
14T119,JOHNSTON R BOWMAN HEALTH CTR.,"710 S. PAULINA, 420",-,CHICAGO,IL,60612,Cook,(312) 942-8241,5,Nervous system disorder (excluding stroke),19,-
14T119,JOHNSTON R BOWMAN HEALTH CTR.,"710 S. PAULINA, 420",-,CHICAGO,IL,60612,Cook,(312) 942-8241,5,Spinal cord disease or condition (non-traumatic),40,-
14T119,JOHNSTON R BOWMAN HEALTH CTR.,"710 S. PAULINA, 420",-,CHICAGO,IL,60612,Cook,(312) 942-8241,5,Spinal cord injury (traumatic),Less than 11,1
14T119,JOHNSTON R BOWMAN HEALTH CTR.,"710 S. PAULINA, 420",-,CHICAGO,IL,60612,Cook,(312) 942-8241,5,Stroke,140,-
14T127,BROMENN REGIONAL MEDICAL CENTER,BROMENN REGIONAL MEDICAL CENTE,-,BLOOMINGTON,IL,61702,McLean,(309) 268-1400,5,All other conditions,31,-
14T127,BROMENN REGIONAL MEDICAL CENTER,BROMENN REGIONAL MEDICAL CENTE,-,BLOOMINGTON,IL,61702,McLean,(309) 268-1400,5,Brain disease or condition (non-traumatic),Less than 11,1
14T127,BROMENN REGIONAL MEDICAL CENTER,BROMENN REGIONAL MEDICAL CENTE,-,BLOOMINGTON,IL,61702,McLean,(309) 268-1400,5,Brain injury (traumatic),Less than 11,1
14T127,BROMENN REGIONAL MEDICAL CENTER,BROMENN REGIONAL MEDICAL CENTE,-,BLOOMINGTON,IL,61702,McLean,(309) 268-1400,5,Hip or femur fracture,20,-
14T127,BROMENN REGIONAL MEDICAL CENTER,BROMENN REGIONAL MEDICAL CENTE,-,BLOOMINGTON,IL,61702,McLean,(309) 268-1400,5,"Hip or knee replacement, amputation or other bone or joint condition",12,-
14T127,BROMENN REGIONAL MEDICAL CENTER,BROMENN REGIONAL MEDICAL CENTE,-,BLOOMINGTON,IL,61702,McLean,(309) 268-1400,5,Nervous system disorder (excluding stroke),27,-
14T127,BROMENN REGIONAL MEDICAL CENTER,BROMENN REGIONAL MEDICAL CENTE,-,BLOOMINGTON,IL,61702,McLean,(309) 268-1400,5,Spinal cord disease or condition (non-traumatic),23,-
14T127,BROMENN REGIONAL MEDICAL CENTER,BROMENN REGIONAL MEDICAL CENTE,-,BLOOMINGTON,IL,61702,McLean,(309) 268-1400,5,Spinal cord injury (traumatic),Less than 11,1
14T127,BROMENN REGIONAL MEDICAL CENTER,BROMENN REGIONAL MEDICAL CENTE,-,BLOOMINGTON,IL,61702,McLean,(309) 268-1400,5,Stroke,48,-
14T135,DECATUR MEMORIAL HOSPITAL,2300 NORTH EDWARD STREET,-,DECATUR,IL,62526,Macon,(217) 876-8121,5,All other conditions,Not Available,2
14T135,DECATUR MEMORIAL HOSPITAL,2300 NORTH EDWARD STREET,-,DECATUR,IL,62526,Macon,(217) 876-8121,5,Brain disease or condition (non-traumatic),Not Available,2
14T135,DECATUR MEMORIAL HOSPITAL,2300 NORTH EDWARD STREET,-,DECATUR,IL,62526,Macon,(217) 876-8121,5,Brain injury (traumatic),Not Available,2
14T135,DECATUR MEMORIAL HOSPITAL,2300 NORTH EDWARD STREET,-,DECATUR,IL,62526,Macon,(217) 876-8121,5,Hip or femur fracture,Not Available,2
14T135,DECATUR MEMORIAL HOSPITAL,2300 NORTH EDWARD STREET,-,DECATUR,IL,62526,Macon,(217) 876-8121,5,"Hip or knee replacement, amputation or other bone or joint condition",Not Available,2
14T135,DECATUR MEMORIAL HOSPITAL,2300 NORTH EDWARD STREET,-,DECATUR,IL,62526,Macon,(217) 876-8121,5,Nervous system disorder (excluding stroke),Not Available,2
14T135,DECATUR MEMORIAL HOSPITAL,2300 NORTH EDWARD STREET,-,DECATUR,IL,62526,Macon,(217) 876-8121,5,Spinal cord disease or condition (non-traumatic),Not Available,2
14T135,DECATUR MEMORIAL HOSPITAL,2300 NORTH EDWARD STREET,-,DECATUR,IL,62526,Macon,(217) 876-8121,5,Spinal cord injury (traumatic),Not Available,2
14T135,DECATUR MEMORIAL HOSPITAL,2300 NORTH EDWARD STREET,-,DECATUR,IL,62526,Macon,(217) 876-8121,5,Stroke,Not Available,2
14T148,MEMORIAL MEDICAL CENTER,701 N 1ST ST,-,SPRINGFIELD,IL,62781,Sangamon,(217) 757-7602,5,All other conditions,37,-
14T148,MEMORIAL MEDICAL CENTER,701 N 1ST ST,-,SPRINGFIELD,IL,62781,Sangamon,(217) 757-7602,5,Brain disease or condition (non-traumatic),22,-
14T148,MEMORIAL MEDICAL CENTER,701 N 1ST ST,-,SPRINGFIELD,IL,62781,Sangamon,(217) 757-7602,5,Brain injury (traumatic),Less than 11,1
14T148,MEMORIAL MEDICAL CENTER,701 N 1ST ST,-,SPRINGFIELD,IL,62781,Sangamon,(217) 757-7602,5,Hip or femur fracture,Less than 11,1
14T148,MEMORIAL MEDICAL CENTER,701 N 1ST ST,-,SPRINGFIELD,IL,62781,Sangamon,(217) 757-7602,5,"Hip or knee replacement, amputation or other bone or joint condition",24,-
14T148,MEMORIAL MEDICAL CENTER,701 N 1ST ST,-,SPRINGFIELD,IL,62781,Sangamon,(217) 757-7602,5,Nervous system disorder (excluding stroke),17,-
14T148,MEMORIAL MEDICAL CENTER,701 N 1ST ST,-,SPRINGFIELD,IL,62781,Sangamon,(217) 757-7602,5,Spinal cord disease or condition (non-traumatic),32,-
14T148,MEMORIAL MEDICAL CENTER,701 N 1ST ST,-,SPRINGFIELD,IL,62781,Sangamon,(217) 757-7602,5,Spinal cord injury (traumatic),Less than 11,1
14T148,MEMORIAL MEDICAL CENTER,701 N 1ST ST,-,SPRINGFIELD,IL,62781,Sangamon,(217) 757-7602,5,Stroke,119,-
14T150,UNIVERSITY OF ILLINOIS MEDICAL CENTER AT CHICAGO,1740 W. TAYLOR ST. M/C 889,-,CHICAGO,IL,60612,Cook,(312) 996-3698,5,All other conditions,Not Available,2
14T150,UNIVERSITY OF ILLINOIS MEDICAL CENTER AT CHICAGO,1740 W. TAYLOR ST. M/C 889,-,CHICAGO,IL,60612,Cook,(312) 996-3698,5,Brain disease or condition (non-traumatic),Not Available,2
14T150,UNIVERSITY OF ILLINOIS MEDICAL CENTER AT CHICAGO,1740 W. TAYLOR ST. M/C 889,-,CHICAGO,IL,60612,Cook,(312) 996-3698,5,Brain injury (traumatic),Not Available,2
14T150,UNIVERSITY OF ILLINOIS MEDICAL CENTER AT CHICAGO,1740 W. TAYLOR ST. M/C 889,-,CHICAGO,IL,60612,Cook,(312) 996-3698,5,Hip or femur fracture,Not Available,2
14T150,UNIVERSITY OF ILLINOIS MEDICAL CENTER AT CHICAGO,1740 W. TAYLOR ST. M/C 889,-,CHICAGO,IL,60612,Cook,(312) 996-3698,5,"Hip or knee replacement, amputation or other bone or joint condition",Not Available,2
14T150,UNIVERSITY OF ILLINOIS MEDICAL CENTER AT CHICAGO,1740 W. TAYLOR ST. M/C 889,-,CHICAGO,IL,60612,Cook,(312) 996-3698,5,Nervous system disorder (excluding stroke),Not Available,2
14T150,UNIVERSITY OF ILLINOIS MEDICAL CENTER AT CHICAGO,1740 W. TAYLOR ST. M/C 889,-,CHICAGO,IL,60612,Cook,(312) 996-3698,5,Spinal cord disease or condition (non-traumatic),Not Available,2
14T150,UNIVERSITY OF ILLINOIS MEDICAL CENTER AT CHICAGO,1740 W. TAYLOR ST. M/C 889,-,CHICAGO,IL,60612,Cook,(312) 996-3698,5,Spinal cord injury (traumatic),Not Available,2
14T150,UNIVERSITY OF ILLINOIS MEDICAL CENTER AT CHICAGO,1740 W. TAYLOR ST. M/C 889,-,CHICAGO,IL,60612,Cook,(312) 996-3698,5,Stroke,Not Available,2
14T158,MERCY HOSPITAL REHABILITATION UNIT,2525 SOUTH MICHIGAN AVE,-,CHICAGO,IL,60616,Cook,(502) 596-6346,5,All other conditions,Not Available,2
14T158,MERCY HOSPITAL REHABILITATION UNIT,2525 SOUTH MICHIGAN AVE,-,CHICAGO,IL,60616,Cook,(502) 596-6346,5,Brain disease or condition (non-traumatic),Not Available,2
14T158,MERCY HOSPITAL REHABILITATION UNIT,2525 SOUTH MICHIGAN AVE,-,CHICAGO,IL,60616,Cook,(502) 596-6346,5,Brain injury (traumatic),Not Available,2
14T158,MERCY HOSPITAL REHABILITATION UNIT,2525 SOUTH MICHIGAN AVE,-,CHICAGO,IL,60616,Cook,(502) 596-6346,5,Hip or femur fracture,Not Available,2
14T158,MERCY HOSPITAL REHABILITATION UNIT,2525 SOUTH MICHIGAN AVE,-,CHICAGO,IL,60616,Cook,(502) 596-6346,5,"Hip or knee replacement, amputation or other bone or joint condition",Not Available,2
14T158,MERCY HOSPITAL REHABILITATION UNIT,2525 SOUTH MICHIGAN AVE,-,CHICAGO,IL,60616,Cook,(502) 596-6346,5,Nervous system disorder (excluding stroke),Not Available,2
14T158,MERCY HOSPITAL REHABILITATION UNIT,2525 SOUTH MICHIGAN AVE,-,CHICAGO,IL,60616,Cook,(502) 596-6346,5,Spinal cord disease or condition (non-traumatic),Not Available,2
14T158,MERCY HOSPITAL REHABILITATION UNIT,2525 SOUTH MICHIGAN AVE,-,CHICAGO,IL,60616,Cook,(502) 596-6346,5,Spinal cord injury (traumatic),Not Available,2
14T158,MERCY HOSPITAL REHABILITATION UNIT,2525 SOUTH MICHIGAN AVE,-,CHICAGO,IL,60616,Cook,(502) 596-6346,5,Stroke,Not Available,2
14T166,ST MARYS HOSPITAL,1800 E LAKE SHORE DR,-,DECATUR,IL,62521,Macon,(217) 464-5195,5,All other conditions,Not Available,2
14T166,ST MARYS HOSPITAL,1800 E LAKE SHORE DR,-,DECATUR,IL,62521,Macon,(217) 464-5195,5,Brain disease or condition (non-traumatic),Less than 11,1
14T166,ST MARYS HOSPITAL,1800 E LAKE SHORE DR,-,DECATUR,IL,62521,Macon,(217) 464-5195,5,Brain injury (traumatic),Not Available,2
14T166,ST MARYS HOSPITAL,1800 E LAKE SHORE DR,-,DECATUR,IL,62521,Macon,(217) 464-5195,5,Hip or femur fracture,Less than 11,1
14T166,ST MARYS HOSPITAL,1800 E LAKE SHORE DR,-,DECATUR,IL,62521,Macon,(217) 464-5195,5,"Hip or knee replacement, amputation or other bone or joint condition",Less than 11,1
14T166,ST MARYS HOSPITAL,1800 E LAKE SHORE DR,-,DECATUR,IL,62521,Macon,(217) 464-5195,5,Nervous system disorder (excluding stroke),Less than 11,1
14T166,ST MARYS HOSPITAL,1800 E LAKE SHORE DR,-,DECATUR,IL,62521,Macon,(217) 464-5195,5,Spinal cord disease or condition (non-traumatic),Not Available,2
14T166,ST MARYS HOSPITAL,1800 E LAKE SHORE DR,-,DECATUR,IL,62521,Macon,(217) 464-5195,5,Spinal cord injury (traumatic),Not Available,2
14T166,ST MARYS HOSPITAL,1800 E LAKE SHORE DR,-,DECATUR,IL,62521,Macon,(217) 464-5195,5,Stroke,18,-
14T172,ST. JAMES HOSPITAL,20201 S. CRAWFORD,-,OLYMPIA FIELDS,IL,60461,Cook,(708) 747-4000,5,All other conditions,39,-
14T172,ST. JAMES HOSPITAL,20201 S. CRAWFORD,-,OLYMPIA FIELDS,IL,60461,Cook,(708) 747-4000,5,Brain disease or condition (non-traumatic),Less than 11,1
14T172,ST. JAMES HOSPITAL,20201 S. CRAWFORD,-,OLYMPIA FIELDS,IL,60461,Cook,(708) 747-4000,5,Brain injury (traumatic),Less than 11,1
14T172,ST. JAMES HOSPITAL,20201 S. CRAWFORD,-,OLYMPIA FIELDS,IL,60461,Cook,(708) 747-4000,5,Hip or femur fracture,39,-
