County,Year,Hispanic/Race,Sex,Age Group,Value,Estimate/Projection,vintage,fips
Bertie,2025,NHWhite,Male,Population Age 40-44,155,Projection,2024,37015
Bertie,2025,NHOther,Female,Population Age 70-74,447,Projection,2024,37015
Alexander,2025,Hispanic,Male,Population Age 70-74,22,Projection,2024,37003
Alexander,2025,NHOther,Female,Population Age 60-64,132,Projection,2024,37003
Rowan,2025,NHWhite,Female,Population Age 05-09,2605,Projection,2024,37159
Rowan,2025,NHWhite,Female,Population Age 50-54,3574,Projection,2024,37159
Rowan,2025,Hispanic,Male,Population Age 30-34,482,Projection,2024,37159
Rowan,2025,NHOther,Female,Population Age 10-14,1027,Projection,2024,37159
Rowan,2025,NHOther,Female,Population Age 70-74,780,Projection,2024,37159
Brunswick,2025,NHOther,Female,Population Age 65-69,1073,Projection,2024,37019
Caswell,2025,NHWhite,Male,Population Age 70-74,417,Projection,2024,37033
Caswell,2025,NHOther,Female,Population Age 20-24,184,Projection,2024,37033
Buncombe,2025,Hispanic,Male,Population Age 35-39,628,Projection,2024,37021
Buncombe,2025,NHOther,Male,Population Age 70-74,701,Projection,2024,37021
Gaston,2025,Hispanic,Male,Population Age 25-29,702,Projection,2024,37071
Gaston,2025,Hispanic,Male,Population Age 80-84,34,Projection,2024,37071
Gaston,2025,NHOther,Female,Population Age 35-39,2973,Projection,2024,37071
Gaston,2025,NHOther,Male,Population Age 55-59,1663,Projection,2024,37071
Gaston,2025,NHOther,Male,Population Age 75-79,495,Projection,2024,37071
Lee,2025,NHWhite,Male,Population Age 45-49,1037,Projection,2024,37105
Gates,2025,NHWhite,Female,Population Age 00-04,175,Projection,2024,37073
Washington,2025,NHWhite,Male,Population Age 65-69,218,Projection,2024,37187
Lenoir,2025,Hispanic,Female,Population Age 50-54,119,Projection,2024,37107
Lenoir,2025,Hispanic,Male,Population Age 25-29,195,Projection,2024,37107
Edgecombe,2025,NHWhite,Female,Population Age 50-54,520,Projection,2024,37065
Edgecombe,2025,Hispanic,Male,Population Age 10-14,121,Projection,2024,37065
Forsyth,2025,NHOther,Female,Population Age 60-64,4333,Projection,2024,37067
Forsyth,2025,NHOther,Male,Population Age 10-14,4173,Projection,2024,37067
Forsyth,2025,NHOther,Male,Population Age 35-39,4031,Projection,2024,37067
Forsyth,2025,NHWhite,Male,Population Age 35-39,6605,Projection,2024,37067
Forsyth,2025,Hispanic,Male,Population Age 70-74,364,Projection,2024,37067
Forsyth,2025,Hispanic,Male,Population Age 80-84,123,Projection,2024,37067
Rockingham,2025,NHWhite,Female,Population Age 50-54,2185,Projection,2024,37157
Rockingham,2025,NHWhite,Male,Population Age 85+,570,Projection,2024,37157
Cumberland,2025,NHWhite,Female,Population Age 45-49,3593,Projection,2024,37051
Cumberland,2025,Hispanic,Male,Population Age 65-69,420,Projection,2024,37051
Cumberland,2025,NHOther,Male,Population Age 80-84,893,Projection,2024,37051
Beaufort,2025,NHOther,Female,Population Age 15-19,368,Projection,2024,37013
Swain,2025,Hispanic,Male,Population Age 30-34,18,Projection,2024,37173
Swain,2025,NHOther,Female,Population Age 70-74,97,Projection,2024,37173
Swain,2025,NHOther,Male,Population Age 85+,13,Projection,2024,37173
Mecklenburg,2025,NHOther,Female,Population Age 75-79,6088,Projection,2024,37119
Mecklenburg,2025,NHOther,Male,Population Age 80-84,1988,Projection,2024,37119
Transylvania,2025,NHWhite,Female,Population Age 45-49,727,Projection,2024,37175
Transylvania,2025,Hispanic,Male,Population Age 75-79,28,Projection,2024,37175
Transylvania,2025,NHOther,Male,Population Age 70-74,49,Projection,2024,37175
Gaston,2025,NHWhite,Male,Population Age 40-44,4581,Projection,2024,37071
Gaston,2025,Hispanic,Male,Population Age 15-19,1346,Projection,2024,37071
Union,2025,Hispanic,Male,Population Age 10-14,2133,Projection,2024,37179
Lincoln,2025,NHWhite,Female,Population Age 20-24,1868,Projection,2024,37109
Mecklenburg,2025,NHWhite,Female,Population Age 50-54,16181,Projection,2024,37119
Mecklenburg,2025,NHWhite,Male,Population Age 80-84,4799,Projection,2024,37119
Mecklenburg,2025,Hispanic,Male,Population Age 45-49,7492,Projection,2024,37119
Mecklenburg,2025,Hispanic,Male,Population Age 70-74,1283,Projection,2024,37119
Bertie,2025,NHOther,Female,Population Age 85+,221,Projection,2024,37015
Currituck,2025,NHOther,Male,Population Age 20-24,92,Projection,2024,37053
Currituck,2025,NHOther,Male,Population Age 85+,17,Projection,2024,37053
Bladen,2025,Hispanic,Female,Population Age 10-14,140,Projection,2024,37017
Bladen,2025,NHOther,Male,Population Age 10-14,341,Projection,2024,37017
Gates,2025,Hispanic,Male,Population Age 55-59,8,Projection,2024,37073
Gates,2025,NHOther,Male,Population Age 25-29,108,Projection,2024,37073
Gates,2025,NHOther,Male,Population Age 70-74,122,Projection,2024,37073
Durham,2025,NHOther,Female,Population Age 85+,1358,Projection,2024,37063
Martin,2025,Hispanic,Male,Population Age 85+,3,Projection,2024,37117
Iredell,2025,Hispanic,Female,Population Age 70-74,215,Projection,2024,37097
Iredell,2025,NHOther,Male,Population Age 85+,123,Projection,2024,37097
Edgecombe,2025,NHWhite,Female,Population Age 80-84,344,Projection,2024,37065
McDowell,2025,NHWhite,Female,Population Age 45-49,1097,Projection,2024,37111
McDowell,2025,NHOther,Male,Population Age 45-49,141,Projection,2024,37111
Person,2025,NHWhite,Male,Population Age 65-69,941,Projection,2024,37145
Durham,2025,NHWhite,Female,Population Age 60-64,4365,Projection,2024,37063
Durham,2025,Hispanic,Male,Population Age 85+,54,Projection,2024,37063
Durham,2025,NHOther,Male,Population Age 60-64,3757,Projection,2024,37063
Pender,2025,NHWhite,Female,Population Age 75-79,1123,Projection,2024,37141
Polk,2025,NHWhite,Male,Population Age 15-19,412,Projection,2024,37149
Polk,2025,NHOther,Female,Population Age 10-14,28,Projection,2024,37149
Montgomery,2025,NHWhite,Female,Population Age 45-49,547,Projection,2024,37123
Montgomery,2025,NHOther,Female,Population Age 05-09,114,Projection,2024,37123
Camden,2025,NHOther,Male,Population Age 50-54,49,Projection,2024,37029
Yadkin,2025,NHWhite,Male,Population Age 55-59,1165,Projection,2024,37197
Yadkin,2025,NHWhite,Male,Population Age 85+,276,Projection,2024,37197
Yadkin,2025,Hispanic,Female,Population Age 00-04,239,Projection,2024,37197
Yadkin,2025,Hispanic,Female,Population Age 45-49,115,Projection,2024,37197
Davie,2025,NHWhite,Female,Population Age 85+,676,Projection,2024,37059
Davie,2025,NHWhite,Male,Population Age 25-29,993,Projection,2024,37059
Davie,2025,NHOther,Female,Population Age 60-64,210,Projection,2024,37059
Mecklenburg,2025,NHWhite,Female,Population Age 30-34,20734,Projection,2024,37119
Mecklenburg,2025,Hispanic,Female,Population Age 75-79,935,Projection,2024,37119
Perquimans,2025,NHWhite,Male,Population Age 00-04,209,Projection,2024,37143
Mitchell,2025,Hispanic,Female,Population Age 65-69,8,Projection,2024,37121
Mitchell,2025,NHOther,Male,Population Age 50-54,32,Projection,2024,37121
Hertford,2025,NHOther,Male,Population Age 85+,75,Projection,2024,37091
Currituck,2025,NHOther,Male,Population Age 00-04,87,Projection,2024,37053
Franklin,2025,NHOther,Female,Population Age 00-04,521,Projection,2024,37069
Franklin,2025,NHOther,Female,Population Age 25-29,591,Projection,2024,37069
Chowan,2025,Hispanic,Male,Population Age 10-14,36,Projection,2024,37041
Chowan,2025,NHOther,Female,Population Age 15-19,169,Projection,2024,37041
Iredell,2025,NHWhite,Male,Population Age 30-34,4635,Projection,2024,37097
Pamlico,2025,NHOther,Male,Population Age 15-19,43,Projection,2024,37137
Pamlico,2025,NHOther,Male,Population Age 80-84,28,Projection,2024,37137
Camden,2025,NHWhite,Female,Population Age 55-59,318,Projection,2024,37029
Camden,2025,Hispanic,Male,Population Age 35-39,22,Projection,2024,37029
Jackson,2025,NHOther,Male,Population Age 35-39,253,Projection,2024,37099
Haywood,2025,NHWhite,Male,Population Age 30-34,1857,Projection,2024,37087
Hertford,2025,NHWhite,Female,Population Age 75-79,176,Projection,2024,37091
Onslow,2025,NHWhite,Male,Population Age 30-34,5335,Projection,2024,37133
Onslow,2025,NHOther,Female,Population Age 05-09,1962,Projection,2024,37133
Durham,2025,NHWhite,Male,Population Age 50-54,3936,Projection,2024,37063
Warren,2025,NHWhite,Male,Population Age 25-29,181,Projection,2024,37185
Alamance,2025,Hispanic,Female,Population Age 10-14,1351,Projection,2024,37001
Perquimans,2025,NHOther,Female,Population Age 70-74,149,Projection,2024,37143
Perquimans,2025,NHOther,Male,Population Age 00-04,61,Projection,2024,37143
Wayne,2025,Hispanic,Male,Population Age 25-29,569,Projection,2024,37191
Wayne,2025,NHOther,Male,Population Age 70-74,1138,Projection,2024,37191
Person,2025,Hispanic,Male,Population Age 05-09,160,Projection,2024,37145
Person,2025,Hispanic,Male,Population Age 25-29,110,Projection,2024,37145
Guilford,2025,NHOther,Female,Population Age 40-44,8722,Projection,2024,37081
Guilford,2025,NHOther,Female,Population Age 65-69,6051,Projection,2024,37081
Randolph,2025,NHWhite,Female,Population Age 80-84,1954,Projection,2024,37151
Alexander,2025,NHWhite,Male,Population Age 45-49,906,Projection,2024,37003
Alexander,2025,Hispanic,Female,Population Age 20-24,100,Projection,2024,37003
Alexander,2025,NHOther,Female,Population Age 35-39,110,Projection,2024,37003
Alexander,2025,NHOther,Male,Population Age 50-54,107,Projection,2024,37003
Stokes,2025,Hispanic,Male,Population Age 65-69,20,Projection,2024,37169
Stokes,2025,NHOther,Male,Population Age 05-09,110,Projection,2024,37169
Richmond,2025,NHWhite,Female,Population Age 35-39,679,Projection,2024,37153
Richmond,2025,Hispanic,Male,Population Age 20-24,195,Projection,2024,37153
Richmond,2025,NHOther,Female,Population Age 85+,120,Projection,2024,37153
Transylvania,2025,NHWhite,Male,Population Age 20-24,480,Projection,2024,37175
Transylvania,2025,NHOther,Female,Population Age 25-29,136,Projection,2024,37175
Dare,2025,NHOther,Female,Population Age 00-04,45,Projection,2024,37055
Union,2025,Hispanic,Female,Population Age 80-84,103,Projection,2024,37179
Avery,2025,Hispanic,Male,Population Age 70-74,4,Projection,2024,37011
Avery,2025,NHOther,Female,Population Age 35-39,26,Projection,2024,37011
Avery,2025,NHOther,Female,Population Age 70-74,12,Projection,2024,37011
Rockingham,2025,NHWhite,Female,Population Age 85+,923,Projection,2024,37157
Haywood,2025,NHWhite,Female,Population Age 15-19,1433,Projection,2024,37087
Haywood,2025,NHWhite,Female,Population Age 50-54,1873,Projection,2024,37087
Haywood,2025,Hispanic,Female,Population Age 20-24,119,Projection,2024,37087
Haywood,2025,NHOther,Female,Population Age 30-34,121,Projection,2024,37087
Haywood,2025,NHOther,Male,Population Age 05-09,53,Projection,2024,37087
Haywood,2025,NHOther,Male,Population Age 30-34,113,Projection,2024,37087
Vance,2025,NHWhite,Female,Population Age 30-34,407,Projection,2024,37181
Wake,2025,NHWhite,Female,Population Age 20-24,22194,Projection,2024,37183
Wake,2025,NHWhite,Male,Population Age 70-74,14360,Projection,2024,37183
Wake,2025,NHWhite,Male,Population Age 85+,4058,Projection,2024,37183
Wake,2025,NHOther,Male,Population Age 70-74,4742,Projection,2024,37183
Cabarrus,2025,NHOther,Female,Population Age 25-29,2147,Projection,2024,37025
Wayne,2025,Hispanic,Male,Population Age 65-69,174,Projection,2024,37191
Wayne,2025,NHOther,Male,Population Age 10-14,1396,Projection,2024,37191
Vance,2025,NHWhite,Male,Population Age 65-69,513,Projection,2024,37181
Vance,2025,Hispanic,Male,Population Age 15-19,197,Projection,2024,37181
Henderson,2025,NHWhite,Female,Population Age 30-34,2309,Projection,2024,37089
Beaufort,2025,NHOther,Male,Population Age 45-49,289,Projection,2024,37013
Caldwell,2025,NHOther,Female,Population Age 10-14,230,Projection,2024,37027
Union,2025,NHOther,Female,Population Age 50-54,2272,Projection,2024,37179
Halifax,2025,Hispanic,Female,Population Age 10-14,113,Projection,2024,37083
Halifax,2025,Hispanic,Female,Population Age 85+,3,Projection,2024,37083
Hertford,2025,Hispanic,Male,Population Age 70-74,12,Projection,2024,37091
Hertford,2025,NHOther,Male,Population Age 30-34,405,Projection,2024,37091
Yadkin,2025,NHWhite,Female,Population Age 20-24,677,Projection,2024,37197
Yadkin,2025,NHOther,Female,Population Age 60-64,125,Projection,2024,37197
Yadkin,2025,NHOther,Female,Population Age 70-74,101,Projection,2024,37197
Robeson,2025,NHWhite,Male,Population Age 80-84,359,Projection,2024,37155
Robeson,2025,Hispanic,Female,Population Age 15-19,849,Projection,2024,37155
Robeson,2025,Hispanic,Male,Population Age 70-74,57,Projection,2024,37155
Robeson,2025,NHOther,Female,Population Age 30-34,2758,Projection,2024,37155
Robeson,2025,NHOther,Male,Population Age 05-09,2320,Projection,2024,37155
Union,2025,NHOther,Female,Population Age 40-44,2814,Projection,2024,37179
Union,2025,NHOther,Female,Population Age 60-64,1622,Projection,2024,37179
Duplin,2025,Hispanic,Female,Population Age 25-29,480,Projection,2024,37061
Duplin,2025,Hispanic,Male,Population Age 85+,9,Projection,2024,37061
Duplin,2025,NHOther,Female,Population Age 40-44,294,Projection,2024,37061
Vance,2025,Hispanic,Female,Population Age 50-54,98,Projection,2024,37181
Vance,2025,Hispanic,Male,Population Age 20-24,214,Projection,2024,37181
Vance,2025,NHOther,Male,Population Age 10-14,794,Projection,2024,37181
Vance,2025,NHOther,Male,Population Age 70-74,515,Projection,2024,37181
Wilkes,2025,Hispanic,Male,Population Age 55-59,123,Projection,2024,37193
Wayne,2025,NHOther,Female,Population Age 10-14,1422,Projection,2024,37191
Jackson,2025,NHWhite,Male,Population Age 40-44,894,Projection,2024,37099
Hyde,2025,NHWhite,Female,Population Age 10-14,67,Projection,2024,37095
Hyde,2025,NHWhite,Female,Population Age 25-29,75,Projection,2024,37095
Hyde,2025,Hispanic,Male,Population Age 70-74,0,Projection,2024,37095
Hyde,2025,NHOther,Male,Population Age 40-44,83,Projection,2024,37095
Hyde,2025,NHOther,Male,Population Age 80-84,11,Projection,2024,37095
Lee,2025,Hispanic,Male,Population Age 80-84,19,Projection,2024,37105
Lee,2025,NHOther,Female,Population Age 85+,158,Projection,2024,37105
Lee,2025,NHOther,Male,Population Age 00-04,379,Projection,2024,37105
Davidson,2025,Hispanic,Male,Population Age 80-84,21,Projection,2024,37057
Harnett,2025,NHWhite,Female,Population Age 80-84,991,Projection,2024,37085
Duplin,2025,NHWhite,Female,Population Age 00-04,631,Projection,2024,37061
Duplin,2025,NHWhite,Female,Population Age 35-39,660,Projection,2024,37061
Duplin,2025,NHWhite,Male,Population Age 70-74,685,Projection,2024,37061
McDowell,2025,NHWhite,Male,Population Age 55-59,1309,Projection,2024,37111
McDowell,2025,Hispanic,Female,Population Age 85+,7,Projection,2024,37111
McDowell,2025,NHOther,Female,Population Age 25-29,92,Projection,2024,37111
McDowell,2025,NHOther,Female,Population Age 85+,40,Projection,2024,37111
Wilkes,2025,Hispanic,Female,Population Age 15-19,287,Projection,2024,37193
Yancey,2025,NHOther,Male,Population Age 40-44,47,Projection,2024,37199
Tyrrell,2025,NHWhite,Female,Population Age 30-34,73,Projection,2024,37177
Tyrrell,2025,NHWhite,Male,Population Age 80-84,22,Projection,2024,37177
Tyrrell,2025,Hispanic,Male,Population Age 55-59,4,Projection,2024,37177
Guilford,2025,NHWhite,Female,Population Age 00-04,4757,Projection,2024,37081
Guilford,2025,Hispanic,Female,Population Age 55-59,1461,Projection,2024,37081
New Hanover,2025,NHOther,Female,Population Age 00-04,926,Projection,2024,37129
Wake,2025,Hispanic,Female,Population Age 45-49,5967,Projection,2024,37183
Durham,2025,NHOther,Female,Population Age 75-79,2469,Projection,2024,37063
Durham,2025,NHOther,Female,Population Age 80-84,1451,Projection,2024,37063
Durham,2025,NHOther,Male,Population Age 30-34,5201,Projection,2024,37063
Caswell,2025,NHWhite,Female,Population Age 45-49,356,Projection,2024,37033
Caswell,2025,NHWhite,Male,Population Age 50-54,519,Projection,2024,37033
Robeson,2025,NHWhite,Male,Population Age 35-39,653,Projection,2024,37155
Robeson,2025,Hispanic,Male,Population Age 50-54,274,Projection,2024,37155
Halifax,2025,NHOther,Male,Population Age 55-59,757,Projection,2024,37083
Randolph,2025,NHWhite,Male,Population Age 45-49,2838,Projection,2024,37151
McDowell,2025,Hispanic,Female,Population Age 55-59,67,Projection,2024,37111
Gaston,2025,NHOther,Female,Population Age 05-09,2088,Projection,2024,37071
Gaston,2025,NHOther,Female,Population Age 50-54,2268,Projection,2024,37071
Richmond,2025,NHOther,Male,Population Age 85+,66,Projection,2024,37153
Greene,2025,Hispanic,Male,Population Age 55-59,83,Projection,2024,37079
Scotland,2025,NHWhite,Female,Population Age 70-74,443,Projection,2024,37165
Scotland,2025,NHWhite,Female,Population Age 75-79,360,Projection,2024,37165
Scotland,2025,Hispanic,Female,Population Age 75-79,6,Projection,2024,37165
Scotland,2025,Hispanic,Male,Population Age 60-64,23,Projection,2024,37165
Guilford,2025,Hispanic,Male,Population Age 05-09,2958,Projection,2024,37081
Wilson,2025,NHWhite,Female,Population Age 45-49,1013,Projection,2024,37195
Wilson,2025,Hispanic,Female,Population Age 70-74,56,Projection,2024,37195
Davie,2025,NHWhite,Female,Population Age 75-79,1034,Projection,2024,37059
Davie,2025,Hispanic,Male,Population Age 55-59,117,Projection,2024,37059
Union,2025,NHOther,Female,Population Age 35-39,1911,Projection,2024,37179
Union,2025,NHOther,Male,Population Age 40-44,2055,Projection,2024,37179
Avery,2025,Hispanic,Male,Population Age 80-84,3,Projection,2024,37011
Avery,2025,NHOther,Male,Population Age 55-59,77,Projection,2024,37011
Catawba,2025,NHOther,Female,Population Age 05-09,1103,Projection,2024,37035
Rutherford,2025,NHWhite,Female,Population Age 30-34,1870,Projection,2024,37161
Rutherford,2025,Hispanic,Female,Population Age 40-44,116,Projection,2024,37161
Rutherford,2025,Hispanic,Female,Population Age 55-59,53,Projection,2024,37161
Vance,2025,NHWhite,Female,Population Age 70-74,566,Projection,2024,37181
Vance,2025,NHOther,Female,Population Age 75-79,444,Projection,2024,37181
Caswell,2025,NHWhite,Female,Population Age 60-64,529,Projection,2024,37033
Caswell,2025,Hispanic,Female,Population Age 45-49,22,Projection,2024,37033
Harnett,2025,Hispanic,Female,Population Age 00-04,1191,Projection,2024,37085
Harnett,2025,Hispanic,Female,Population Age 60-64,269,Projection,2024,37085
Harnett,2025,Hispanic,Male,Population Age 75-79,84,Projection,2024,37085
New Hanover,2025,NHWhite,Female,Population Age 85+,2406,Projection,2024,37129
Caldwell,2025,NHWhite,Male,Population Age 10-14,1882,Projection,2024,37027
Caldwell,2025,NHWhite,Male,Population Age 20-24,1827,Projection,2024,37027
Caldwell,2025,Hispanic,Male,Population Age 75-79,12,Projection,2024,37027
Catawba,2025,NHWhite,Female,Population Age 60-64,4892,Projection,2024,37035
Catawba,2025,NHWhite,Female,Population Age 45-49,3522,Projection,2024,37035
Catawba,2025,Hispanic,Female,Population Age 20-24,961,Projection,2024,37035
Catawba,2025,NHOther,Male,Population Age 40-44,932,Projection,2024,37035
Washington,2025,Hispanic,Male,Population Age 35-39,6,Projection,2024,37187
Camden,2025,NHOther,Male,Population Age 85+,11,Projection,2024,37029
Edgecombe,2025,Hispanic,Female,Population Age 15-19,164,Projection,2024,37065
Edgecombe,2025,Hispanic,Male,Population Age 70-74,14,Projection,2024,37065
Edgecombe,2025,NHOther,Female,Population Age 80-84,439,Projection,2024,37065
Watauga,2025,NHOther,Male,Population Age 70-74,117,Projection,2024,37189
Wilkes,2025,NHOther,Male,Population Age 55-59,137,Projection,2024,37193
Forsyth,2025,Hispanic,Male,Population Age 35-39,1258,Projection,2024,37067
Forsyth,2025,Hispanic,Male,Population Age 45-49,1834,Projection,2024,37067
Forsyth,2025,NHOther,Female,Population Age 75-79,2241,Projection,2024,37067
Tyrrell,2025,Hispanic,Female,Population Age 15-19,37,Projection,2024,37177
Johnston,2025,NHWhite,Male,Population Age 80-84,1361,Projection,2024,37101
Caswell,2025,NHWhite,Male,Population Age 65-69,559,Projection,2024,37033
Rutherford,2025,NHWhite,Male,Population Age 40-44,1273,Projection,2024,37161
Swain,2025,NHWhite,Female,Population Age 10-14,206,Projection,2024,37173
Swain,2025,NHWhite,Male,Population Age 10-14,235,Projection,2024,37173
Sampson,2025,NHOther,Male,Population Age 75-79,298,Projection,2024,37163
Transylvania,2025,Hispanic,Male,Population Age 10-14,94,Projection,2024,37175
Clay,2025,Hispanic,Female,Population Age 20-24,10,Projection,2024,37043
Polk,2025,NHWhite,Male,Population Age 00-04,301,Projection,2024,37149
Polk,2025,Hispanic,Male,Population Age 15-19,68,Projection,2024,37149
Duplin,2025,NHWhite,Female,Population Age 25-29,664,Projection,2024,37061
Duplin,2025,NHOther,Female,Population Age 00-04,365,Projection,2024,37061
Duplin,2025,NHOther,Male,Population Age 00-04,388,Projection,2024,37061
Duplin,2025,NHOther,Male,Population Age 75-79,205,Projection,2024,37061
Stokes,2025,Hispanic,Female,Population Age 15-19,64,Projection,2024,37169
Stokes,2025,Hispanic,Male,Population Age 10-14,56,Projection,2024,37169
Stokes,2025,NHOther,Female,Population Age 10-14,107,Projection,2024,37169
Gates,2025,NHOther,Male,Population Age 45-49,72,Projection,2024,37073
Surry,2025,NHWhite,Female,Population Age 40-44,1559,Projection,2024,37171
Surry,2025,NHWhite,Male,Population Age 55-59,2078,Projection,2024,37171
Surry,2025,NHWhite,Male,Population Age 85+,482,Projection,2024,37171
Graham,2025,NHWhite,Male,Population Age 35-39,187,Projection,2024,37075
Graham,2025,Hispanic,Female,Population Age 30-34,7,Projection,2024,37075
Ashe,2025,NHWhite,Female,Population Age 70-74,1164,Projection,2024,37009
Watauga,2025,NHWhite,Female,Population Age 40-44,987,Projection,2024,37189
Watauga,2025,Hispanic,Female,Population Age 10-14,119,Projection,2024,37189
Watauga,2025,Hispanic,Female,Population Age 65-69,59,Projection,2024,37189
Watauga,2025,Hispanic,Male,Population Age 05-09,80,Projection,2024,37189
Clay,2025,NHWhite,Female,Population Age 30-34,302,Projection,2024,37043
Clay,2025,NHWhite,Male,Population Age 65-69,488,Projection,2024,37043
Wilson,2025,NHOther,Female,Population Age 35-39,1180,Projection,2024,37195
Wilson,2025,NHOther,Female,Population Age 70-74,1007,Projection,2024,37195
Stokes,2025,NHWhite,Female,Population Age 20-24,882,Projection,2024,37169
Stokes,2025,NHWhite,Female,Population Age 40-44,1116,Projection,2024,37169
Stokes,2025,NHWhite,Female,Population Age 50-54,1378,Projection,2024,37169
Stokes,2025,Hispanic,Male,Population Age 55-59,35,Projection,2024,37169
Cleveland,2025,NHOther,Male,Population Age 45-49,652,Projection,2024,37045
Scotland,2025,Hispanic,Female,Population Age 80-84,6,Projection,2024,37165
Tyrrell,2025,Hispanic,Male,Population Age 25-29,3,Projection,2024,37177
Cleveland,2025,NHOther,Female,Population Age 85+,206,Projection,2024,37045
Union,2025,Hispanic,Male,Population Age 25-29,1463,Projection,2024,37179
Surry,2025,NHWhite,Female,Population Age 75-79,1657,Projection,2024,37171
Surry,2025,NHOther,Female,Population Age 05-09,176,Projection,2024,37171
Iredell,2025,Hispanic,Male,Population Age 75-79,99,Projection,2024,37097
Iredell,2025,NHOther,Female,Population Age 85+,276,Projection,2024,37097
Jackson,2025,NHWhite,Male,Population Age 60-64,1086,Projection,2024,37099
Jackson,2025,NHOther,Male,Population Age 00-04,183,Projection,2024,37099
Rockingham,2025,NHWhite,Female,Population Age 30-34,2112,Projection,2024,37157
Rockingham,2025,Hispanic,Female,Population Age 25-29,243,Projection,2024,37157
Vance,2025,NHOther,Male,Population Age 45-49,436,Projection,2024,37181
Swain,2025,NHOther,Female,Population Age 55-59,178,Projection,2024,37173
Pasquotank,2025,Hispanic,Female,Population Age 80-84,4,Projection,2024,37139
Yadkin,2025,NHOther,Male,Population Age 10-14,73,Projection,2024,37197
Yadkin,2025,NHOther,Male,Population Age 80-84,14,Projection,2024,37197
Buncombe,2025,NHWhite,Female,Population Age 25-29,5973,Projection,2024,37021
Onslow,2025,NHWhite,Female,Population Age 55-59,2817,Projection,2024,37133
Vance,2025,NHWhite,Male,Population Age 45-49,387,Projection,2024,37181
Vance,2025,Hispanic,Female,Population Age 85+,4,Projection,2024,37181
Burke,2025,NHOther,Female,Population Age 70-74,339,Projection,2024,37023
Burke,2025,NHOther,Female,Population Age 75-79,192,Projection,2024,37023
Wake,2025,NHWhite,Female,Population Age 00-04,15785,Projection,2024,37183
Wake,2025,NHWhite,Male,Population Age 10-14,20641,Projection,2024,37183
Wake,2025,NHOther,Female,Population Age 50-54,15148,Projection,2024,37183
Buncombe,2025,NHOther,Female,Population Age 65-69,1018,Projection,2024,37021
Columbus,2025,Hispanic,Female,Population Age 20-24,98,Projection,2024,37047
Perquimans,2025,Hispanic,Female,Population Age 60-64,8,Projection,2024,37143
Craven,2025,NHWhite,Male,Population Age 30-34,2047,Projection,2024,37049
Craven,2025,Hispanic,Female,Population Age 30-34,282,Projection,2024,37049
Craven,2025,Hispanic,Male,Population Age 40-44,200,Projection,2024,37049
Craven,2025,Hispanic,Male,Population Age 65-69,77,Projection,2024,37049
Person,2025,Hispanic,Female,Population Age 75-79,7,Projection,2024,37145
Person,2025,NHOther,Female,Population Age 10-14,331,Projection,2024,37145
Person,2025,NHOther,Male,Population Age 20-24,338,Projection,2024,37145
Wilkes,2025,Hispanic,Female,Population Age 05-09,294,Projection,2024,37193
Washington,2025,NHWhite,Male,Population Age 45-49,85,Projection,2024,37187
Watauga,2025,NHWhite,Female,Population Age 35-39,883,Projection,2024,37189
Watauga,2025,NHWhite,Male,Population Age 10-14,749,Projection,2024,37189
Watauga,2025,NHOther,Male,Population Age 15-19,307,Projection,2024,37189
Yancey,2025,NHWhite,Female,Population Age 20-24,328,Projection,2024,37199
Wayne,2025,Hispanic,Male,Population Age 45-49,388,Projection,2024,37191
Onslow,2025,NHWhite,Male,Population Age 15-19,4689,Projection,2024,37133
Onslow,2025,NHOther,Female,Population Age 20-24,2396,Projection,2024,37133
Wake,2025,Hispanic,Male,Population Age 25-29,4665,Projection,2024,37183
Wake,2025,NHOther,Male,Population Age 40-44,14991,Projection,2024,37183
Orange,2025,NHWhite,Female,Population Age 50-54,2912,Projection,2024,37135
Alamance,2025,NHWhite,Male,Population Age 75-79,2085,Projection,2024,37001
Nash,2025,NHWhite,Female,Population Age 70-74,1682,Projection,2024,37127
Alamance,2025,NHOther,Male,Population Age 75-79,539,Projection,2024,37001
Pender,2025,NHOther,Female,Population Age 45-49,348,Projection,2024,37141
Wayne,2025,NHWhite,Female,Population Age 25-29,1767,Projection,2024,37191
Wayne,2025,Hispanic,Female,Population Age 35-39,349,Projection,2024,37191
Wayne,2025,Hispanic,Male,Population Age 20-24,898,Projection,2024,37191
Wayne,2025,NHOther,Female,Population Age 30-34,1669,Projection,2024,37191
Cabarrus,2025,Hispanic,Male,Population Age 30-34,1076,Projection,2024,37025
New Hanover,2025,NHOther,Male,Population Age 75-79,616,Projection,2024,37129
Alexander,2025,NHWhite,Male,Population Age 20-24,647,Projection,2024,37003
Haywood,2025,Hispanic,Male,Population Age 20-24,165,Projection,2024,37087
Haywood,2025,Hispanic,Male,Population Age 80-84,6,Projection,2024,37087
Haywood,2025,Hispanic,Male,Population Age 85+,8,Projection,2024,37087
Haywood,2025,NHOther,Male,Population Age 65-69,106,Projection,2024,37087
Wilkes,2025,NHOther,Male,Population Age 75-79,95,Projection,2024,37193
Graham,2025,NHWhite,Male,Population Age 05-09,154,Projection,2024,37075
Graham,2025,Hispanic,Male,Population Age 85+,0,Projection,2024,37075
Wilson,2025,NHOther,Female,Population Age 30-34,1244,Projection,2024,37195
Granville,2025,NHOther,Male,Population Age 80-84,242,Projection,2024,37077
